,language_score
249,0.9999979907773435
250,0.999997890081217
251,0.9999972465547242
252,0.9999953456465567
253,0.9999975137763001
254,0.9999960981686098
255,0.9999983750264274
256,0.9999970802169118
257,0.99999769421214
258,0.9999972201259826
259,0.9999957728760115
260,0.9999977159670567
261,0.9999962747530646
262,0.999996433780012
263,0.999997593416316
264,0.9999939681983975
265,0.9999977556743456
266,0.9999950653253491
267,0.999996544868843
268,0.9999961300676024
269,0.9999974576158837
270,0.9999955477934226
271,0.9999960427920169
272,0.9999961080424653
273,0.9999972030337789
274,0.9999954710235613
275,0.9999952286344692
276,0.9999974988204685
277,0.999996508291078
278,0.9999961364471468
279,0.9999968907328136
280,0.9999980773481908
281,0.9999965763701694
282,0.9999960325158844
283,0.9999978941856992
284,0.9999969291797353
285,0.9999970956517651
286,0.9999974807330037
287,0.999996334578124
288,0.9999976151901883
289,0.9999976057873456
290,0.9999968608002736
291,0.9999957434590072
292,0.9999987910032417
293,0.9999976449410057
294,0.9999969265184333
295,0.9999965221367362
296,0.999996397099146
297,0.9999955113700749
298,0.999998100678973
299,0.9999985028085712
300,0.9999960607906617
301,0.9999967097550468
302,0.999997047431256
303,0.9999953192325662
304,0.99999668164155
305,0.9999980516261062
306,0.9999960518439535
307,0.9999982053405804
308,0.9999984687610493
309,0.9999970484222349
310,0.9999955605183366
311,0.9999964558581744
312,0.9999986874682847
313,0.9999943930145686
314,0.9999977078503441
315,0.9999969284633206
316,0.99999568649496
317,0.9999965263391584
318,0.9999957643984972
319,0.9999948909057164
320,0.999997806765085
321,0.9999982779912864
322,0.9999972229424148
323,0.9999978038781435
324,0.9999973162271164
325,0.9999970811554478
326,0.9999977187909637
327,0.9999979016445932
328,0.9999956514304102
329,0.9999972196385041
330,0.9999978514860808
331,0.99999672588644
332,0.9999978514429678
333,0.9999983510051291
334,0.9999966314255582
335,0.999997644412826
336,0.9999956186716941
337,0.9999973355602936
338,0.9999965965631293
339,0.9999970995743749
340,0.9999978140911413
341,0.9999979336283655
342,0.9999949399658343
343,0.9999975742450621
344,0.999997365428964
345,0.9999977008356866
346,0.9999952562794365
347,0.9999970009090315
348,0.9999980606304504
349,0.9999943209911517
350,0.9999958527697463
351,0.9999984368269283
352,0.9999981828578175
353,0.9999970996932301
354,0.9999947907169096
355,0.9999979479885314
356,0.999997251917911
357,0.9999976328959904
358,0.9999975139338688
359,0.9999986409612394
360,0.9999982070495945
361,0.9999978878641642
362,0.9999945975848152
363,0.9999983688917649
364,0.999996741058522
365,0.9999946020039518
366,0.9999985326576706
367,0.9999973297367294
368,0.999995953375101
369,0.9999981166659995
370,0.9999993175445212
371,0.9999964394769763
372,0.9999971106020373
373,0.9999974713297634
374,0.9999963197261758
375,0.9999986907964292
376,0.999997240814574
377,0.9999970632461717
378,0.999998422999106
379,0.9999959694996848
380,0.999995992670295
381,0.9999985242100634
382,0.9999988998900446
383,0.9999971569686331
384,0.9999953142748249
385,0.9999962126717716
386,0.9999957709265319
387,0.9999961915387428
388,0.9999969467755285
389,0.9999967284955209
390,0.9999958761793823
391,0.9999974747451111
392,0.9999980293491431
393,0.9999969972860449
394,0.999997976175259
395,0.9999974366645203
396,0.9999978303201584
397,0.9999993195578587
398,0.9999968001816297
399,0.9999954309334498
400,0.9999957618973647
401,0.9999979552043634
402,0.999995762909964
403,0.9999957549961909
404,0.9999970679291672
405,0.9999966110944498
406,0.9999975612187675
407,0.9999987946826786
408,0.9999958997357927
409,0.9999964278166944
410,0.9999970225720676
411,0.9999982041936122
412,0.9999973766261661
413,0.9999957532795539
414,0.9999979061353138
415,0.9999972619232396
416,0.9999959346655837
417,0.9999986604438419
418,0.9999973129981765
419,0.9999961656890273
420,0.9999980470015628
421,0.9999957973637557
422,0.9999966912457847
423,0.999997774183127
424,0.9999970697582435
425,0.9999987211196085
426,0.9999976410234379
427,0.9999979504443647
428,0.9999947017492277
429,0.9999962820943349
430,0.9999975914813404
431,0.9999953950821594
432,0.9999972290072237
433,0.9999969900322386
434,0.9999994415212587
435,0.9999981805011262
436,0.9999955150899397
437,0.999997090234457
438,0.8571428080434619
439,0.9999986500531461
440,0.9999965664816903
441,0.9999949467283473
442,0.9999968734737383
443,0.9999966199110947
444,0.9999970343586962
445,0.9999940686329516
446,0.9999984527828067
447,0.9999976982716684
448,0.9999970778986775
449,0.9999965529073943
450,0.9999964804610202
451,0.9999956281342726
452,0.9999957364258047
453,0.9999957574580572
454,0.9999952645300674
455,0.9999964864079999
456,0.9999957161892412
457,0.9999976317536557
458,0.9999968726191762
459,0.9999968774075366
460,0.9999961396561116
461,0.9999954850895777
462,0.9999969956677652
463,0.9999972868581821
464,0.999997078152961
465,0.9999989168281623
466,0.999996486298357
467,0.9999951176758547
468,0.9999951052136297
469,0.9999964913445942
470,0.9999968801201232
471,0.9999974251938957
472,0.9999948504179826
473,0.9999971586820238
474,0.9999968622953138
475,0.9999968750310482
476,0.8571395543146133
477,0.9999972204722467
478,0.9999988347721296
479,0.9999967407765429
480,0.9999950206106261
481,0.9999952079220392
482,0.9999980333391102
483,0.9999962293731883
484,0.9999941544364827
485,0.999996459226411
486,0.9999964661470109
487,0.9999980141238098
488,0.9999960612661316
489,0.9999957106376696
490,0.999993280798263
491,0.9999992316033892
492,0.9999958115746443
493,0.9999969171203047
494,0.9999980456706432
495,0.9999990506156249
496,0.9999964927159027
497,0.9999963228442128
498,0.9999982265449825
499,0.999994975054744
500,0.9999961939545156
501,0.9999982546129708
502,0.7142834877226493
503,0.9999961454449277
504,0.999995281407819
505,0.9999967493064846
506,0.9999973272183293
507,0.9999956955876994
508,0.9999985697262799
509,0.9999983415384324
510,0.9999946375332532
511,0.9999947237112343
512,0.9999975750894814
513,0.999996312015442
514,0.9999977767520561
515,0.999998530837037
516,0.9999959200845479
517,0.9999960695798781
518,0.9999965327408528
519,0.999995770404857
520,0.9999977248353715
521,0.9999972721114517
522,0.999998394311799
523,0.9999985652755197
524,0.9999963210130364
525,0.7142829810300119
526,0.9999964133140131
527,0.9999929034581738
528,0.9999956386436241
529,0.99999664823256
530,0.999995661975402
531,0.999996695987402
532,0.9999981129993103
533,0.9999964168624341
534,0.9999978469745394
535,0.9999968127095783
536,0.999996781159868
537,0.9999976506506549
538,0.999996781159868
539,0.9999960342170451
540,0.9999973656489303
541,0.999996999028693
542,0.9999953004403119
543,0.9999972996251447
544,0.9999985827134255
545,0.999998043238487
546,0.9999974880668279
547,0.9999959109807323
548,0.9999974765849946
549,0.9999966954404798
550,0.9999967201986162
551,0.9999987886984485
552,0.9999959087686776
553,0.9999979019248915
554,0.9999975403765144
555,0.8571414532065731
556,0.9999971414328559
557,0.9999960586771647
558,0.9999969387798723
559,0.9999973210883255
560,0.9999984879364224
561,0.9999976581139931
562,0.9999964487877818
563,0.999997326886249
564,0.9999961256413987
565,0.9999977223120703
566,0.9999952932001188
567,0.9999973629856604
568,0.9999972204268658
569,0.9999974287078746
570,0.9999981752956931
571,0.9999954459843494
572,0.9999974296961699
573,0.9999971389880288
574,0.9999959640940718
575,0.9999961525673744
576,0.9999979562557331
577,0.9999945408541295
578,0.9999980944619122
579,0.9999973922850028
580,0.9999976390262879
581,0.9999973417872309
582,0.999994832059426
583,0.9999966126471626
584,0.9999953838857125
585,0.9999969791504193
586,0.9999992763497787
587,0.9999975343530273
588,0.9999973831911619
589,0.9999949613551677
590,0.9999984264170907
591,0.9999966826021005
592,0.9999979885876051
593,0.9999969678437858
594,0.9999962454370035
595,0.9999983141410524
596,0.999993941546488
597,0.9999947469346004
598,0.9999972874141005
599,0.9999975613914209
600,0.9999939443630042
601,0.9999955813271211
602,0.9999938459380002
603,0.9999962373521325
604,0.9999948393782095
605,0.8571424137582261
606,0.9999974662094737
607,0.9999952729668964
608,0.9999958378251584
609,0.9999958969471108
610,0.9999962532790689
611,0.9999977166942509
612,0.9999971843193934
613,0.9999950689993312
614,0.9999954731979996
615,0.9999956229491719
616,0.9999972940539956
617,0.9999976668149093
618,0.999996697186058
619,0.9999956265200286
620,0.9999954881697755
621,0.9999968296991998
622,0.999994160238275
623,0.999996710321801
624,0.9999970442836288
625,0.9999946714000412
626,0.9999951457118098
627,0.9999967811099653
628,0.9999974046791257
629,0.9999966142480146
630,0.9999972022623238
631,0.9999978709997204
632,0.9999975854321813
633,0.9999965846926938
634,0.9999982202963823
635,0.9999970147220159
636,0.9999977564137652
637,0.9999964380953155
638,0.9999955229601735
639,0.9999960180981483
640,0.9999977626664823
641,0.9999989383972292
642,0.999997450551049
643,0.9999981845820387
644,0.9999962585016988
645,0.9999962503425806
646,0.9999981437433118
647,0.9999961803108135
648,0.9999968907282895
649,0.9999945612876852
650,0.9999956290751224
651,0.9999965928966219
652,0.999997246820774
653,0.9999966164299443
654,0.9999959480693542
655,0.9999975022986595
656,0.9999967547412371
657,0.9999970922914305
658,0.9999987856057431
659,0.999997364075266
660,0.9999951858321889
661,0.9999983046220235
662,0.9999988935690444
663,0.9999979702011748
664,0.9999973587345307
665,0.9999955087134959
666,0.9999958320891466
667,0.9999947620835145
668,0.9999952911929673
669,0.9999969360736929
670,0.9999984652244931
671,0.9999965823885466
672,0.9999964796369388
673,0.9999965108804918
674,0.9999965788978871
675,0.9999978471985915
676,0.9999957688792935
677,0.9999955915743094
678,0.9999961283323822
679,0.9999957638992352
680,0.9999975650678554
681,0.8571402699599404
682,0.9999969909433524
683,0.9999986135132573
684,0.9999958365446724
685,0.9999973305754213
686,0.9999967516098954
687,0.9999960884972365
688,0.9999984128110135
689,0.9999966339107879
690,0.9999974714808662
691,0.9999971600275072
692,0.999996761343089
693,0.9999959195527858
694,0.9999956513443531
695,0.999995945780326
696,0.9999970206781894
697,0.9999976858655688
698,0.999997554726741
699,0.9999957246964823
700,0.9999965593802789
701,0.9999965556217864
702,0.9999968252211635
703,0.9999977564392226
704,0.9999969127743124
705,0.9999962021020565
706,0.9999977568969435
707,0.9999971134198322
708,0.9999966411835204
709,0.9999966579086267
710,0.9999974825685904
711,0.9999957826556922
712,0.999997402691351
713,0.9999952767351951
714,0.9999975175099453
715,0.9999968676554828
716,0.9999973883274149
717,0.9999975456460883
718,0.9999965873551061
719,0.9999952600348551
720,0.999995934701815
721,0.9999951055115288
722,0.9999976193812455
723,0.9999940711384439
724,0.9999963466865853
725,0.9999968453134898
726,0.9999959730366876
727,0.9999963329097673
728,0.9999991581293954
729,0.9999983052009265
730,0.9999968762395995
731,0.999997903070097
732,0.9999964698974924
733,0.9999966496601203
734,0.9999948000923651
735,0.9999975273289181
736,0.9999971520871442
737,0.9999983151281872
738,0.9999970032087382
739,0.9999949869272571
740,0.9999969619124875
741,0.9999979761815554
742,0.9999976679963807
743,0.9999965206937613
744,0.9999974774787094
745,0.9999959104648989
746,0.9999958114810068
747,0.9999948918264343
748,0.9999972695749864
749,0.9999976937198062
750,0.9999969187726354
751,0.9999963041583475
752,0.9999951706600799
753,0.9999969165413605
754,0.9999959274997375
755,0.9999962674917753
756,0.9999960348581165
757,0.9999988109510716
758,0.9999971164471432
759,0.9999981333054813
760,0.9999985037504335
761,0.9999977705205834
762,0.9999969896320031
763,0.9999982806062888
764,0.9999991979209704
765,0.9999979546429323
766,0.9999972812460817
767,0.9999966951012678
768,0.9999983635331333
769,0.9999980848603452
770,0.9999994992773501
771,0.9999977066591638
772,0.9999964494768574
773,0.9999962339549504
774,0.9999987650026645
775,0.9999973148456133
776,0.9999979532139288
777,0.9999976064578622
778,0.9999983185392889
779,0.999999154900965
780,0.9999960718035126
781,0.9999959195076795
782,0.9999957805250316
783,0.9999946714258073
784,0.9999947956898538
785,0.9999979366805634
786,0.9999974020979967
787,0.999995243904781
788,0.9999970021291006
789,0.999998844614918
790,0.9999979720028541
791,0.9999956108177506
792,0.9999988001309595
793,0.9999975840714782
794,0.9999979645479813
795,0.999996199845272
796,0.9999960094897999
797,0.999996253178775
798,0.999998506849826
799,0.9999964347688401
800,0.9999982980741153
801,0.9999961249326214
802,0.9999961297988473
803,0.9999962007430949
804,0.9999977672853899
805,0.9999949189169703
806,0.9999962649968628
807,0.9999987623230701
808,0.9999976377496943
809,0.9999952570960149
810,0.9999952941318861
811,0.9999977454916894
812,0.9999976297404617
813,0.9999973364258701
814,0.9999954326342497
815,0.9999962669033137
816,0.9999973668012742
817,0.9999962071121449
818,0.9999976569550667
819,0.999996896131519
820,0.9999960637070775
821,0.9999948680192938
822,0.9999979624201947
823,0.9999944598408308
824,0.9999964373141348
825,0.9999964791494569
826,0.999997666689026
827,0.9999956428344073
828,0.999998013365833
829,0.9999945516203549
830,0.9999978677092234
831,0.9999975206952206
832,0.9999965514904803
833,0.9999966995753156
834,0.9999964030628664
835,0.9999961029226135
836,0.9999982856701548
837,0.9999964543902548
838,0.9999953150864286
839,0.7142825602466609
840,0.9999966373693069
841,0.9999949619710342
842,0.9999965739972645
843,0.9999988733245122
844,0.9999975154161874
845,0.9999965891494775
846,0.9999951976192769
847,0.9999973645444424
848,0.9999983700242439
849,0.9999964222119425
850,0.9999954992822762
851,0.9999975084607229
852,0.999996486318438
853,0.9999963058206462
854,0.9999979094042963
855,0.9999970476826111
856,0.9999976267667573
857,0.9999955783297577
858,0.9999966250527149
859,0.9999964521014747
860,0.9999952963146953
861,0.9999963389672963
862,0.999997200250639
863,0.9999965464152955
864,0.9999964556065943
865,0.9999979939015594
866,0.9999960032948247
867,0.9999970961874607
868,0.9999971734029265
869,0.9999956092890554
870,0.999997924998337
871,0.9999973521658341
872,0.9999966053771359
873,0.9999960159615564
874,0.9999970929292028
875,0.9999981076080681
876,0.9999983354503827
877,0.99999584982996
878,0.9999981787566345
879,0.9999955471410744
880,0.9999976660976856
881,0.9999975253183551
882,0.9999967914786403
883,0.9999954059652175
884,0.9999961162855455
885,0.9999964515941726
886,0.9999962656271979
887,0.9999967994797673
888,0.9999945884775815
889,0.9999983621700952
890,0.9999973248409599
891,0.999996987717015
892,0.9999968214153743
893,0.9999958413485158
894,0.9999961620935751
895,0.9999965259457674
896,0.9999961632573835
897,0.9999966561145677
898,0.9999963027923284
899,0.9999948279450791
900,0.9999967843583905
901,0.9999962291844452
902,0.9999950545634296
903,0.9999975356901963
904,0.9999971126920606
905,0.9999968370601333
906,0.9999983688725023
907,0.9999967636557516
908,0.999997254696898
909,0.9999971646742084
910,0.9999979047949432
911,0.9999964019955581
912,0.9999982206296852
913,0.9999980005495107
914,0.9999975366662898
915,0.9999955992907166
916,0.9999966961957647
917,0.9999974222272796
918,0.9999965405042895
919,0.999997329727583
920,0.9999964552932468
921,0.9999971634776434
922,0.999995769963368
923,0.9999969538979194
924,0.9999964525299614
925,0.9999948386420332
926,0.999997369879623
927,0.9999965584287981
928,0.9999954614350272
929,0.9999945599511759
930,0.9999978283007205
931,0.999995711100974
932,0.9999950694301754
933,0.9999980646673269
934,0.999995257679055
935,0.9999969386309138
936,0.9999991324147232
937,0.999994666525414
938,0.9999973010592662
939,0.9999940800995878
940,0.9999975296862249
941,0.9999962262307664
942,0.9999966413338082
943,0.9999964663760266
944,0.9999962768619985
945,0.9999970913768151
946,0.9999937422725698
947,0.9999956516628797
948,0.9999960869899112
949,0.9999974988359828
950,0.9999967440162624
951,0.999996058866289
952,0.9999967739803541
953,0.9999960707080593
954,0.9999955666008167
955,0.9999948279307017
956,0.999995397800264
957,0.9999963763089398
958,0.9999973995628493
959,0.9999954152182189
960,0.9999958171307397
961,0.9999969586787854
962,0.9999953599774096
963,0.9999961274238394
964,0.9999974241867478
965,0.9999976179345337
966,0.9999976233303107
967,0.9999960939959035
968,0.999997740763052
969,0.9999961185247773
970,0.9999963237603458
971,0.9999968420310006
972,0.8571408365271047
973,0.9999994889141436
974,0.9999966573348215
975,0.9999945023099117
976,0.9999977052068962
977,0.9999985593847522
978,0.9999972813646798
979,0.9999969273175571
980,0.9999969447688679
981,0.9999987335355742
982,0.9999961233111855
983,0.9999951475853557
984,0.9999967948096369
985,0.9999978008736283
986,0.9999974305186992
987,0.9999966973151009
988,0.9999962725614315
989,0.9999964139752969
990,0.9999960343341998
991,0.9999973481501458
992,0.9999975501898347
993,0.9999957917691116
994,0.9999981914151599
995,0.9999965645737494
996,0.9999953036573196
997,0.9999949524325253
998,0.999994504563151
999,0.9999954172498058
1000,0.9999980784683593
1001,0.99999680332254
1002,0.9999974743040778
1003,0.9999966199479989
1004,0.9999985437411965
1005,0.9999971627011336
1006,0.9999990422415408
1007,0.9999975951839961
1008,0.9999970278655395
1009,0.9999971296287057
1010,0.9999965913138038
1011,0.9999949161602791
1012,0.9999969313980643
1013,0.999993387658994
1014,0.9999973972791067
1015,0.9999944751443541
1016,0.9999970676707437
1017,0.999998057965074
1018,0.9999985065531838
1019,0.999996536787246
1020,0.999997607027878
1021,0.9999962625020928
1022,0.9999965394637889
1023,0.9999948121204101
1024,0.9999986525564646
1025,0.9999974064748189
1026,0.9999939143226348
1027,0.9999969923748746
1028,0.9999981768706366
1029,0.9999976139664125
1030,0.999997620289146
1031,0.9999978163244099
1032,0.9999964088462836
1033,0.9999950212046222
1034,0.9999960668814989
1035,0.9999976240398785
1036,0.9999944919217505
1037,0.9999950445385112
1038,0.9999941531078533
1039,0.9999968340955876
1040,0.9999973622460399
1041,0.9999969146541412
1042,0.9999960406870698
1043,0.9999944944114195
1044,0.999998648002813
1045,0.9999947353891561
1046,0.9999979012101918
1047,0.9999953403082187
1048,0.9999980466864313
1049,0.999997151751981
1050,0.9999969024762762
1051,0.9999958385323159
1052,0.9999963373288148
1053,0.9999977504840011
1054,0.7142833337431642
1055,0.9999965070751508
1056,0.9999968513924096
1057,0.9999980242977256
1058,0.9999961250512205
1059,0.9999979901858984
1060,0.9999968455098804
1061,0.9999943933589739
1062,0.9999971813119658
1063,0.9999958735354507
1064,0.9999999904940999
1065,0.9999983178526293
1066,0.9999962908102507
1067,0.9999966683738684
1068,0.999997160866074
1069,0.9999947470513676
1070,0.9999952604968656
1071,0.9999970988079948
1072,0.9999930878981997
1073,0.9999961597429253
1074,0.9999965200406451
1075,0.9999978318301341
1076,0.9999962346608993
1077,0.9999958107307844
1078,0.9999970017993685
1079,0.9999969288656589
1080,0.9999982760105335
1081,0.9999947189829066
1082,0.9999979621299991
1083,0.999995885395813
1084,0.9999974183449856
1085,0.9999969246868248
1086,0.99999666120247
1087,0.9999958476574462
1088,0.9999982430280604
1089,0.9999977450759363
1090,0.9999981483364779
1091,0.9999973971304976
1092,0.999994824826524
1093,0.9999962517865058
1094,0.9999959700167778
1095,0.999997703222149
1096,0.9999949329956745
1097,0.9999968548031819
1098,0.9999967807032122
1099,0.9999961860747996
1100,0.9999973795215514
1101,0.999997074026687
1102,0.9999973661666068
1103,0.9999954900273528
1104,0.9999969192960968
1105,0.9999963040027584
1106,0.9999954969448416
1107,0.9999966157454434
1108,0.9999975645967063
1109,0.9999967541893406
1110,0.9999976662468497
1111,0.9999962240265943
1112,0.9999935210487062
1113,0.9999985516228499
1114,0.9999968981430901
1115,0.9999973747257243
1116,0.9999949400719665
1117,0.9999979253308127
1118,0.999996236013747
1119,0.9999984951105083
1120,0.999996449213348
1121,0.9999981652711278
1122,0.999997206432022
1123,0.9999971729336974
1124,0.9999947434787776
1125,0.9999957092437962
1126,0.9999973998408843
1127,0.9999969413370068
1128,0.9999977049970057
1129,0.9999973345870742
1130,0.9999964407226412
1131,0.9999977297423437
1132,0.9999962700758578
1133,0.9999958122652233
1134,0.9999979380103257
1135,0.9999966957587663
1136,0.9999985300794526
1137,0.9999974084904966
1138,0.9999966704640981
1139,0.9999968570285501
1140,0.999998467021044
1141,0.9999964452555883
1142,0.9999942319328923
1143,0.9999964635856332
1144,0.9999973894917096
1145,0.999998266758334
1146,0.9999962296384356
1147,0.9999981308676633
1148,0.9999966284220037
1149,0.9999950709199115
1150,0.9999965041121057
1151,0.999998452841961
1152,0.9999953854868657
1153,0.9999968712799692
1154,0.9999988638315855
1155,0.9999954907022937
1156,0.9999984805992219
1157,0.9999953508682424
1158,0.9999974862319304
1159,0.999997603046296
1160,0.999997694357691
1161,0.9999948004961999
1162,0.9999957813591634
1163,0.9999956901997781
1164,0.9999986972217474
1165,0.9999965309019898
1166,0.9999987658887731
1167,0.9999965127307445
1168,0.9999963985489697
1169,0.9999976108847931
1170,0.9999962807119066
1171,0.8571408652374546
1172,0.99999533322116
1173,0.999995265850412
1174,0.9999978378242894
1175,0.9999982342158401
1176,0.9999957484173074
1177,0.9999959562324279
1178,0.99999643874722
1179,0.999994512134462
1180,0.9999973800952402
1181,0.9999953081307642
1182,0.999997350030952
1183,0.9999974516628677
1184,0.9999953491855262
1185,0.999995678388529
1186,0.999994889857283
1187,0.9999965793255596
1188,0.9999979608876741
1189,0.9999955134028816
1190,0.9999983725637418
1191,0.9999962739703709
1192,0.9999954726934922
1193,0.9999953102688103
1194,0.99999867931333
1195,0.999996032471355
1196,0.9999976986503823
1197,0.9999961958054964
1198,0.9999971545020454
1199,0.9999962265914826
1200,0.9999965960199533
1201,0.9999982840142199
1202,0.9999932443282459
1203,0.9999961691944482
1204,0.9999966081256197
1205,0.9999951348129372
1206,0.9999962776258431
1207,0.9999958744570181
1208,0.99999693263227
1209,0.9999970629650747
1210,0.9999959535539451
1211,0.9999980014969612
1212,0.9999987875739019
1213,0.9999979224653224
1214,0.9999981484310047
1215,0.9999976689865551
1216,0.9999976627016531
1217,0.9999952461832728
1218,0.9999973711280277
1219,0.9999968046994232
1220,0.9999965621542012
1221,0.9999980742968338
1222,0.9999968553542105
1223,0.999997076785539
1224,0.9999962912412191
1225,0.9999957236414792
1226,0.9999992622627382
1227,0.9999988185478982
1228,0.9999956350135313
1229,0.9999970974368795
1230,0.9999966115127086
1231,0.9999966842778292
1232,0.9999956504474028
1233,0.9999956623919826
1234,0.9999981888560343
1235,0.9999974477216855
1236,0.9999974354806775
1237,0.9999976138429976
1238,0.9999972352649178
1239,0.9999971646087944
1240,0.9999965959027608
1241,0.9999981556361548
1242,0.999996708689589
1243,0.9999977992822481
1244,0.9999967916814271
1245,0.9999958171332546
1246,0.9999977065836818
1247,0.9999975084627346
1248,0.9999980578538192
1249,0.9999963672120528
1250,0.9999960324490853
1251,0.9999972274173734
1252,0.9999972047093711
1253,0.9999963455841463
1254,0.9999977786875924
1255,0.999998180991303
1256,0.9999985710888561
1257,0.5714272859925147
1258,0.999996924696101
1259,0.9999972018848713
