,id,artist,first_artist,song,weeks_on_chart,peak_rank,lyrics,url,url_first_word,artist_first_word
821,2072,"Lunay, Daddy Yankee & Bad Bunny","Lunay, Daddy Yankee",Soltera,17,66,"Lu-Lu-Lunay

Ella lo que quiere e' joder, vacilar
Solita pa' romper la disco
Ella lo que quiere e' joder, vacilar (Chi, chi, chi)
Dale hasta abajo, pata' abajo sin parar

Y estar soltera está de moda
Por eso ella no se enamora
Estar soltera está de moda
Por eso no va a cambiar (Ella no va a cambiar)
Estar soltera está de moda
Por eso ella no se enamora (¡Rra-rra!)
-Tar soltera está de moda (She)
Por eso no va a cam-cam-cambiar

Que nadie le reclame
Celu' en modo avión, no quiere que la llamen
Le da lo mismo que la quieran o la amen
Vacilar y joder, eso' son su plane'
Y por ahora eso no va a cambiar
Cero compromiso', solo quiere bellaquear
Porque no quiere que nadie le vuelva a fallar
Beber y joder, no se va a amarrar
Y por ahora eso no va a cambiar
Cero compromiso', solo quiere bellaquear
Porque no quiere que nadie le vuelva a fallar
Beber y joder, no se va a amarrar

Ella lo que quiere e' joder, vacilar
Solita pa' romper la disco
Ella lo que quiere e' joder, vacilar (Chi, chi, chi)
Dale hasta abajo, pata' abajo sin parar

Y estar soltera está de moda
Por eso ella no se enamora
Estar soltera está de moda
Por eso no va a cambiar (Ella no va a cambiar)
Estar soltera está de moda
Por eso ella no se enamora (¡Rra-rra!)
-Tar soltera está de moda (Chi)
Por eso no va a cam-cam-cambiar
Pon, ponte-ponte pa' la vuelta, que yo voy pa'l party
Si no, nos vemo', mami, en el after party
Ponte pa'l problema, ándale, déjate ver
Lo que aquí empezamo' lo matamo' en el motel
Tú estás suelta por ahí, yo estoy suelto por acá
Hacerte wiki wiki, como dice Yaviah
Soltó el corazón, sacó a pasear la maldá'
Tiene la mente dañá'
A ella no hay quién la amanse
Fuma y se va en un trance
Perreando no pierde el balance
To'as le tiran y no están al alcance
En el romance yo no creo que ella avance, yeah

Y por ahora eso no va a cambiar
Cero compromiso', solo quiere bellaquear
Porque no quiere que nadie le vuelva a fallar
Beber y joder, no se va a amarrar

Ella lo que quiere e' joder, vacilar
Solita pa' romper la disco
Ella lo que quiere e' joder, vacilar (Chi, chi, chi)
Dale hasta abajo, pata' abajo sin parar
Y estar soltera está de moda
Por eso ella no se enamora
Estar soltera está de moda
Por eso no va a cambiar (Ella no va a cambiar)
Estar soltera está de moda
Por eso ella no se enamora (¡Rra-rra!)
-Tar soltera está de moda
Por eso no va a cam-cam-cambiar

Ponte-ponte pa' la vuelta
Ponte-ponte pa'l party-pa'l party, pa-party, el party
Ponte-Pon, ponte pa'l problema, ándale, déjate ver
Da-dale déja-dale deja-dale, déjate ver
Yeh, yeh
Lu-Lu-Lunay
Chri-Chri, Chri-Chri-Chris Jeday, yeh
Gaby-Gaby Music
Dímelo Nino
Magic Rhytms, yeh
Lu-Lu
P.R. en la casa
Ey, (Candy, Candy, Dulce Como Candy)
Lu-Lu-LunayEmbedShare URLCopyEmbedCopy",https://genius.com/Lunay-soltera-lyrics,lunay,"lunay,"
836,8581,Machine Gun Kelly X blackbear,Machine Gun Kelly,My Ex's Best Friend,19,28,"Ayy
You know my ex, so that makes it all feel complicated, yeah
(It all seems complicated)
I read those texts that you sent to yours, but I'll never say it, yeah
(I'll never say—)

You walked in my life at 2 AM
'Cause my boy's new girl is your best friend
Act like you don't see me, we'll play pretend
Your eyes already told me what you never said
Now we're in the backseat of the black car, goin' home
When she asked me, ""Is it wrong if I come up with you?""
We're both drunk on the elevator
When I kissed you for the first time in New York City, uh

I swear to God, I never fall in love
Then you showed up and I can't get enough of it
I swear to God, I never fall in love
I never fall in love, but I can't get enough of it (Yeah)

First off, I'm not sorry, I won't apologize to nobody
You play like I'm invisible, girl, don't act like you ain't saw me
Last year was a mess and how I acted was beyond me
But the past still revolves me, you text me, I ain't responding
But now shit's done changed
Go our separate ways
But look at this damage you did to me
I still want nothing to do between you and me
Please don't say nothin', it all sounds so true to me
We don't got nothin' to say, hey
I swear to God, I never fall in love
Then you showed up and I can't get enough of it
I swear to God, I never fall in love
I never fall in love, but I can't get enough of it (Yeah)
I swear to God (I swear to God), I never fall in love
Then you showed up and I can't get enough of it (I can't get enough of you)
I swear to God (I swear to God), I never fall in love (In love)
I never fall in love, but I can't get enough of it (I can't get enough of it, yeah)

You know my ex, so that makes it all feel complicated, yeah
(It all seems complicated)
I read those texts that you sent to yours, but I'll never say it, yeah
(I'll never say—)34EmbedShare URLCopyEmbedCopy",https://genius.com/Machine-gun-kelly-and-blackbear-my-exs-best-friend-lyrics,pessoa,machine
847,13,Maroon 5 Featuring Cardi B,Maroon 5,Girls Like You,52,1,"Spent 24 hours
I need more hours with you
You spent the weekend
Getting even, ooh
We spent the late nights
Making things right between us
But now it's all good, babe
Roll that backwood, babe, and play me close

'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah
Girls like you
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah yeah yeah, yeah, yeah, yeah
I need a girl like you
I spent last night
On the last flight to you (Ay)
Took a whole day up
Tryna get way up, ooh
We spent the daylight
Tryna make things right between us
And now it's all good, babe
Roll that backwood, babe, and play me close (Yeah)

'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah
Girls like you
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
I need a girl like you, yeah, yeah
I need a girl like you
Maybe it's six forty-five, maybe I'm barely alive
Maybe you've taken my shit for the last time, yeah
Maybe I know that I'm drunk, maybe I know you're the one
Maybe I'm thinking it's better if you drive (Oh)
'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah

Not too long ago, I was dancing for dollars (Eeoow)
Know it's really real if I let you meet my mama (Eeoow)
You don't want a girl like me, I'm too crazy
But every other girl you meet is fugazy (Okurrrt)
I'm sure them other girls were nice enough
But you need someone to spice it up
So who you gonna call? Cardi, Cardi
Come and rev it up like a Harley, Harley
Why is the best fruit always forbidden? (Huh?)
I'm coming to you now doin' 20 over the limit (Wooh)
The red light, red light stop, stop (Skrrt)
I don't play when it comes to my heart, let's get it though
I don't really want a white horse and a carriage (Carriage)
I'm thinkin' more a white Porsches and carats
I need you right here 'cause every time you're far
I play with this kitty like you play wit' your guitar, ah
'Cause girls like you (Girls like you)
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah (Oh)
Girls like you (Girls like you)
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah (Like you)

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you83EmbedShare URLCopyEmbedCopy",https://genius.com/Maroon-5-girls-like-you-remix-lyrics,2019,maroon
855,1889,"Marshmello, Tyga & Chris Brown","Marshmello, Tyga",Light It Up,1,90,"You a real bitch, light it up (Light it up)
You a real bitch, go 'n' light it up (Light it up)
It's your birthday, go 'n' light it up (Light it up)
I'm drunk and I'm throwin' middle fingers up
(Mello made it right)

Pass me the kush, we gon' light it up (Light it up)
I'm drunk and I'm throwin' middle fingers up (Fingers up)
Slide in my DM, you can hit me up (Hit me up)
She wanna be the one, she ain't the only one (No)
I got a bop in the trap, got a bop on my lap (Yeah)
Bitch, I'm a dog but I don't got to chase the cat (Nah)
They pull up where I'm at, get the addy from their friends (Yeah)
I don't keep loose change and I don't top loose ends
If a nigga want beef, if a bitch want beef
We put it on the grill, serve that bitch to the street (Blah)
She call me Young Beckham 'cause a nigga go deep (Yeah)
I live by the beat, I'ma kill what I eat (Ayy)

If you a real bitch, light it up (Light it up)
If you a real bitch, go 'n' light it up (Light it up, light it up)
It's your birthday, go 'n' light it up (Light it up, ayy)
I'm drunk and I'm throwin' middle fingers up (Fingers up, fingers)
Ooh, my niggas gon' light it up (Light it up, light it up)
If you a real nigga, go 'n' light it up (Light it up)
It's your birthday, light it up (Light it up)
It's you a real bitch, go 'n' light it up (Light it up)
She can get it running over to me (Yeah)
She heard about me and she know I'm a freak (Ooh)
She can top, running over me (Over me, yeah)
Girl, you know ain't no controllin' me (No, no)
Close your mouth when I'm facing you (Yeah)
I don't chase when I drink in it (Straight up)
Tell your girl she can play with it (Ooh)
Light it up so we stay lit
We gon' keep it going like (Yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
I know you see the smoke in the air, yeah, yeah
(You see that smoke, you see)
Light it up, mami
Don't tell nobody
Want me to push up on you
Whiskey keeping you balanced
Throw that ass backward while that ass clapping
Ooh, whoa, light it up

If you a real bitch, light it up (Light it up)
If you a real bitch, go 'n' light it up (Light it up, light it up)
It's your birthday, go 'n' light it up (Light it up, ayy)
I'm drunk and I'm throwin' middle fingers up (Fingers up, fingers)
Ooh, my niggas gon' light it up (Light it up, light it up)
If you a real nigga, go 'n' light it up (Light it up)
It's your birthday, light it up (Light it up)
It's you a real bitch, go 'n' light it up (Light it up)
Yeah, Mello (You a real bitch, light it up)
T-raw, C-Breezy
If you a real bitch, go 'n' light it up
You a real bitch, light it up
If you a real bitch, go 'n' light it up16EmbedShare URLCopyEmbedCopy",https://genius.com/Marshmello-tyga-and-chris-brown-light-it-up-lyrics,marshmello,"marshmello,"
892,10053,Miley Cyrus Featuring Dua Lipa,Miley Cyrus,Prisoner,5,54,"Prisoner, prisoner, locked up
Can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh-woah
Why can't you, why can't you just let me go?

Strung out on a feeling, my hands are tied
Your face on my ceiling, I fantasize
Oh, I can't control it, I can't control it (I can't control it)
I try to replace it with city lights
I'll never escape it, I need the high
Oh, I can't control it, I can't control it (Oh)

You keep making it harder to stay
But I still can't run away
I gotta know why can't you, why can't you just let me go?

Prisoner, prisoner, locked up
Can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh-woah
Why can't you, why can't you just let me go?
Prisoner, prisoner, locked up
Can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh-woah
Why can't you, why can't you just let me go?
I tasted Heaven, now I can't live without it
I can't forget you and your love is the loudest
Oh, I can't control it, I can't control it (Can't control it)

You keep making it harder to stay (Oh, ah)
But I still can't run away
I gotta know, why can't you, why can't you just let me go?

Prisoner, prisoner, locked up
Can't get you off my mind, off my mind
Lord knows I tried a million times, million times, oh-woah
Why can't you, why can't you just let me go?
Prisoner, prisoner, locked up
Can't get you off my mind, off my mind (Off my mind)
Lord knows I tried a million times, million times, oh-woah
Why can't you, why can't you just let me go?

Can't get you off my mind
Why can't you just let me go?
Million times
I wanna know why can't you, why can't you
I wanna know why can't you, why can't you
I gotta know why can't you, why can't you just let me go?105EmbedShare URLCopyEmbedCopy",https://genius.com/Miley-cyrus-prisoner-lyrics,genius,miley
901,4269,Moneybagg Yo X Megan Thee Stallion,Moneybagg Yo,All Dat,4,70,"What you doin', girl, with all that? Ooh, nothin'
Ayy (Ugh), look (Ugh), woah (Ugh), ayy (Hey), ah

What you doin' with all that ass? Let me touch it (Let me feel)
She say it's mine, so I smack it when I fuck it (Ugh, ugh)
Freak in the bed, but innocent in public (Wishy-washy)
She be hearin' I ain't shit, but still she love me (Ayy, woah)
Water, Fiji, hold his chin while he eat it (Ah)
Fuck me in the mirror 'cause he know his bitch conceited ('Ceited)
Possessive with that pussy, he say I can't never leave him
Bitch, I better not catch you lookin' at my nigga and I mean it (Baow, baow, baow)
(Ugh), look (Ugh), woah (Ugh), ayy

Turnin' up on sight (Right now)
We on Sprinters and flights (Woah)
Pants down, chains on, I'ma leave her on ice (Ice)
Couple niggas might done had it but it still grip tight
If you gettin' to a bag, you the hot girl type (Hey)
Four hundred degrees, I ain't Juvenile
D'USSÉ got her goin' wild
Eat the nut, swallow my child
Clean it up, go get a towel
Shawty get to shakin', when she cream, cake batter
Tellin' me go deeper, I'm already in her bladder (I'm at the rim)
Hoes mad, niggas talkin' out they throat (Doin' the most)
Got the fire on me just in case you want smoke (Light this bitch up)
Open your mouth, I'ma make you drive the boat (Ah)
Best of both worlds, she Thee Stallion, I'm the G.O.A.T. (Big old Bagg)
What you doin' with all that ass? Let me touch it (Let me feel)
She say it's mine, so I smack it when I fuck it (Ugh, ugh)
Freak in the bed, but innocent in public (Wishy-washy)
She be hearin' I ain't shit, but still she love me (Ayy, woah)
Water, Fiji, hold his chin while he eat it (Ah)
Fuck me in the mirror 'cause he know his bitch conceited ('Ceited)
Possessive with that pussy, he say I can't never leave him
Bitch, I better not catch you lookin' at my nigga and I mean it (Baow, baow, baow)
(Ugh), look (Ugh), woah (Ugh), ayy (Hey), ah

Ooh, you sexy, eat that dick up, please let me
I ain't talkin' 'bout no kids when I say, ""Put it in my belly""
I'ma bust it open, spread it for that bread like some jelly
I'm the type to pull your card, so lil' nigga, please don't bet me
Huh, I got niggas, he got bitches, we don't trip though
Huh, hide the whip, so them hoes don't bust my windows
Huh, pussy good, he be beggin' me to get gone
Ayy, when I get up, leave it wet like some Soul Glo
Hey, I ain't fightin' with these bitches 'cause I'm pretty
Bitch, you mad 'cause your baby daddy suckin' on my titties
I be runnin' 'round his mansion with no panties like I'm Winnie
He don't dance, but this pussy make him bop like he Diddy (Baow, baow, baow)

What you doin' with all that ass? Let me touch it (Ah)
She say it's mine, so I smack it when I fuck it (Ugh, ugh)
Freak in the bed, but innocent in public (Wishy-washy)
She be hearin' I ain't shit, but still she love me (Ayy, woah)
Water, Fiji, hold his chin while he eat it (Ah)
Fuck me in the mirror 'cause he know his bitch conceited ('Ceited)
Possessive with that pussy, he say I can't never leave him
Bitch, I better not catch you lookin' at my nigga and I mean it (Baow, baow, baow)
Denaro, where the love at?6EmbedShare URLCopyEmbedCopy",https://genius.com/Moneybagg-yo-and-megan-thee-stallion-all-dat-lyrics,genius,moneybagg
910,8594,Mulatto,Mulatto,Bitch From da Souf,3,95,"Bankroll Got It
Yeah

I throw that ass back to see if he gon' catch it
I ain't athletic, but it's tennis for the necklace, yeah
Ayy, where that cash at? I stack it like Tetris
Real gutter bitch, real plugs and connections
First I make him eat it 'til he lockjaw
Give it to him good, knock a nigga socks off, uh
I run it up, they busy running they mouth
I'm a real ass, rich ass bitch from the Souf, yeah, yeah

Bitches getting bust down for a bustdown
I don't move if they ain't paying like some bus fare
Know that the promoter cut the check if I was there
Bitches got a problem, line 'em up like I cut hair
I need it paid in full like Keisha
Rappers in my DM, I ain't fucking for a feature
Aretha with them Franklins
I'm getting money, I can't meet ya
Ran down on a bitch, all the sudden she got amnesia

I throw that ass back to see if he gon' catch it
I ain't athletic, but it's tennis for the necklace, yeah
Ayy, where that cash at? I stack it like Tetris
Real gutter bitch, real plugs and connections
First I make him eat it 'til he lockjaw
Give it to him good, knock a nigga socks off, uh
I run it up, they busy running they mouth
I'm a real ass, rich ass bitch from the Souf, yeah, yeah
These niggas know that I'm a keeper
And I got that KO, I'ma fuck around and sleep 'em
Chopper sing like Aretha, might cost your life to meet her
Pop the trunks in that bitch, runnin' home, Derek Jeter
Shit ain't sweet, I just dropped a bag on my teeth
He put Fendi all on my feet, I leave stains all in his sheets
He know better than to fuck around, no bitch fucking with me
I won't hesitate to get a bitch gone ASAP, no Rocky

I throw that ass back to see if he gon' catch it
I ain't athletic, but it's tennis for the necklace, yeah
Ayy, where that cash at? I stack it like Tetris
Real gutter bitch, real plugs and connections
First I make him eat it 'til he lockjaw
Give it to him good, knock a nigga socks off, uh
I run it up, they busy running they mouth
I'm a real ass, rich ass bitch from the Souf

Yeah, no
I run it up, they busy running they mouth
I'm a real ass, rich ass bitch from the Souf14EmbedShare URLCopyEmbedCopy",https://genius.com/Latto-bitch-from-da-souf-lyrics,latto,mulatto
918,6616,"NAV, Gunna & Travis Scott","NAV, Gunna",Turks,11,17,"(Wheezy outta here)

I'm a late bloomer, third year on the scene
Twenty racks don't feel like nothin' to me
Came from the streets, it turned me to a beast
Invisible set, diamonds huggin' my piece
Book me for a show, I need eighty at least
I want the smoke, ain't no keepin' the peace
Keep me a razor when I'm in the East
Open 'em up just like a surgery
Everything burnin' around me, I'm lit
Show a lil' attitude, swap out the bitch
I spent two-fifty, don't know where it went
My hood on my back, I gotta represent
Toronto, you useless, you don't got a pole
Warm that boy up, he got shot in the cold
Thirty rounds in the clip, let it unload
I fuck the bitch I picked right out of Vogue

Took twenty bitches on my first vacay
I ain't pickin' up, I'm in Turks, lil' baby
Every other watch got diamonds in the face
Pullin' out, ask to take a taste, lil' baby
Pullin' out fifty racks, walkin' out of Chase
If I drop dead, I'll be hard to replace
Hardly get thirsty, got water like a lake
My brother got locked, another bond I gotta pay
Trappin' on the block, I'd never serve a cop
I always kept a Glock, I ain't 'bout to see the grave ('Bout to see the grave)
Pull up, I'll make a quick stop (Yeah)
I shop one stop, I'm high for seven days (High for seven days)
Who is that lil' nigga icy hoppin' out a Wraith? (Hoppin' out a Wraith?)
Chopper get it choppin' like a blade (Chop)
You ain't get no money but you poppin' on your page (Poppin' on your page)
Trust me, we could never be the same (Never be the same)
You know I like to flirt, no skirts in Turks (Yeah)
I'm puttin' in work, I beat her out the frame (Beat her out the frame, Wheezy outta here)
She sweet, I was movin' off a Perc'
I bought her a Birk' and a birthday cake (Birthday cake)
Line his ass up like a barber do the fade (Barber do the fade)
Fed your ho crêpes and grapes
Cash told me, ""Wait, it's a billion on the way"" (Billion on the way)
We just split a billi' with the gang

Took twenty bitches on my first vacay
I ain't pickin' up, I'm in Turks, lil' baby
Every other watch got diamonds in the face
Pullin' out, ask to take a taste, lil' baby
Pullin' out fifty racks, walkin' out of Chase
If I drop dead, I'll be hard to replace
Hardly get thirsty, got water like a lake
My brother got locked, another bond I gotta pay
First time in Turks, had a whole bunch of work
Had to bring two jets, had a whole lot of babes (Yeah)
I first take a game-changin' verse
Swear the change gon' hurt, but it really ain't a game (Yeah)
Shawty like to twerk, I bring the rage (Yeah)
Really get to trippin' on the stage
Never ever let 'em see the man unless they pay  (Alright)
Niggas havin' beef, I hope they pray
Cactus Jack me up and down, head to toe
Make sure the ones you with on go
Make sure the ones you with is with it
Make sure the ones you with, ah (Yeah)
She need a quick tan, come to Turks with the G's (Yeah)
Work for that body, need more than degrees
Fillin' her nose with some shit I can ski with
Say this her first time, it's hard to believe

Took twenty bitches on my first vacay
I ain't pickin' up, I'm in Turks, lil' baby
Every other watch got diamonds in the face
Pullin' out, ask to take a taste, lil' baby
Pullin' out fifty racks, walkin' out of Chase
If I drop dead, I'll be hard to replace
Hardly get thirsty, got water like a lake
My brother got locked, another bond I gotta pay31EmbedShare URLCopyEmbedCopy",https://genius.com/Nav-and-gunna-turks-lyrics,nav,"nav,"
931,9287,Ne-Yo & Jeremih,Ne-Yo,U 2 Luv,8,66,"I don't want nobody else
I don't want nobody else

Give you all of my attention, mmm
It's straight shots, no champagne sippin' tonight (It's that kind of night)
Add Netflix to this massage, better yet turn that shit off (Yeah)
'Cause I love to hear you cussin' at me
Like, ""Ooh, shit, baby, too deep""
You never felt this feeling when I touch you, ooh
I never loved nobody like I love you, ayy

That's why I only want you to love (You to love)
I don't want nobody else (I don't want nobody else, yeah, yeah)
I only want you to love (You to love, oh)
I don't want nobody else (I don't want nobody else, yeah-yeah)

They say love is all we missing (Woo)
Let's play ""Oui"" while we French kiss it all night (Oh, yeah, yeah-yeah)
Let's lay down while we watch stars
Let's dance until last call
Wake up, you text you're thinking about me (Oh-woah)
Yeah, I never felt that feeling when I'm touching (Feeling when I'm touching, oh, no)
I never loved nobody like I love you (Nobody like I love you)
That's why I only want you to love (You to love)
I don't want nobody else (I don't want nobody else, yeah, yeah)
I only want you to love (You to love, oh, oh)
I don't want nobody else (I don't want nobody else, yeah, yeah)

Oh, uh
Kissing on you in public (Ayy)
They could tell it's mine, don't touch it
If you ever leave me, I'd be upset
Talking sick to my stomach, I don't play about my woman, nah
Wishin' we could get high and make love stoned
In the sheets to a love song
Your heartbeat be the beat I put words on, oh-oh
(Ooh) Yeah
We should be team us (Team us)
Girl, I want you all the time
Ooh, you ease my mind

That's why I only want you to love (Oh, yeah-yeah)
I don't want nobody else (Nobody, nobody, yeah, yeah, woo)
I only want you to love (You know I do want you, babe)
I don't want nobody else (Nobody, ooh-ooh, yeah, yeah, hey)
I don't want nobody else (I don't want nobody)
I don't want nobody else (Mm)
Talking sick to my stomach, I don't play about my woman, no
'Body else (Nah, nah, nah, nah-nah-nah-nah, don't)
I don't want nobody else (No, nobody)
I only want you to love (I don't want nobody)
(I don't want nobody else) I don't want nobody else1EmbedShare URLCopyEmbedCopy",https://genius.com/Ne-yo-and-jeremih-u-2-luv-lyrics,ne,ne-yo
936,188,Nicki Minaj Featuring Lil Wayne,Nicki Minaj,Good Form,6,60,"Eardrummers
Mhm, uh-huh, uh-huh
Mhm, yo, hold up, hold up
Mhm, mhm, mhm, mhm, mhm

Yo, hold up, hold up, hold up, okay, hold up
You see a bad bitch coming through, yo, what's the hold up?
I'm in that new new, me and New New when I roll up
I tell the valet, ""Park my Benz and bring the Rolls up""
Yo, hold up, hold up, hold up, okay, hold up
He see me lookin' pretty every time he scroll up
Might gotta let the blicky hit you if you stroll up
Now put your hands up, it's a hold up
Run me the money (Go!)

'Cause I be the baddie, B, Barbie tings, banging body B (Go!)
Everybody be on my D, yo, I gotta be (Go!) in reality
Suck a D if you doubted me
Back of the 'Bach, back of the 'Bach
Back of the 'Bach, back of the 'Bach (Woo!)
Who on Barbie D? Who on Barbie D? Everybody (Go!)
Ooh, you gotta see, honestly, on my odyssey (Go!)
I'm the baddest B, I don't even know how to speak
Hat to the, hat to the back and relax, you in the back of the 'Bach
(Come on!)
See, a bitch got more coins than a game room
So we ain't ever hatin' in TheShadeRoom (Nah)
See, I keep my sons in a playroom
So me and you ain't ever in the same room

I tell him eat the cookie 'cause it's good for him
And when he eat the cookie he got good form
He know I don't never cheat because I'm good to him
Might gotta have his baby, nurses yellin' ""push"" for him
You see I let him eat the cookie 'cause it's good for him
And whenever he eat the cookie he got good form
He know that when I'm pullin' up, I'm in a good foreign
I be like ooh, he love me, ooh, he love me, good for him
Come on, come on, come on
I be like ooh, he love me, ooh, he love me, good for him
Come on

I slick, slick drop the top like nip slips
So he tryna smash like when the whip flips
I hit licks just to floss with this wrist
And when I leave my bitches we all say, ""Kiss, kiss""
I'm in that new new De La Renta, channeling Bugs Bunny
'Cause all I want is karats and some big drug money
I'm only loyal to the niggas that'll bust guns for me
The jig up, it's a stick up, run me the money (Go!)
'Cause I be the baddie, B, Barbie tings, banging body B (Go!)
Everybody be on my D, yo, I gotta be (Go!) in reality
Suck a D if you doubted me
Back of the 'Bach, back of the 'Bach
Back of the 'Bach, back of the 'Bach (Woo!)
Who on Barbie D? Who on Barbie D? Everybody (Go!)
Ooh, you gotta see, honestly, on my odyssey (Go!)
I'm the baddest B, I don't even know how to speak
Hat to the, hat to the back and relax, you in the back of the 'Bach
(Come on!)

See a bitch get more press than a key pad
Before you suck me off, get a knee pad
See, I pull the strings like a tea bag
I'm prolly with my jeweler playin' freeze tag

I tell him eat the cookie 'cause it's good for him
And when he eat the cookie he got good form
He know I don't never cheat because I'm good to him
Might gotta have his baby, nurses yellin' ""push"" for him
You see I let him eat the cookie 'cause it's good for him
And whenever he eat the cookie he got good form
He know that when I'm pullin' up, I'm in a good foreign
I be like ooh, he love me, ooh, he love me, good for him
Come on, come on, come on
I be like ooh, he love me, ooh, he love me, good for him
Come on46EmbedShare URLCopyEmbedCopy",https://genius.com/Nicki-minaj-good-form-lyrics,genius,nicki
937,2094,Nicky Jam X Ozuna,Nicky Jam,Te Robare,6,91,"No te me tiene' que desesperar (-perar)
Y si conmigo yo te quiero llevar (Llevar)
El tiempo lo podemo' controlar y darte to'a la noche

No te desespere' que esta noche yo te robaré (Oh-oh-oh, yeah)
Yo sé que tú quiere', tú tranquila, que te lo daré
No te desespere', que esta noche yo te robaré
Yo sé que tú quiere', tú tranquila, que te lo daré (Uoh-oh-oh-oh, Ozuna)

Un maldito que confía en las mujere' (-jere')
No sé qué tiene mi cuerpo que a ti te quiere (Te quiere)
Sólo me busca' cada ve' que te conviene (Conviene)
Pero eso e' lo que mi corazón sostiene
Que tú ere' mala, mala que tú ere' (Oh-oh, oh-oh)
Blanca, pelo negro, bien ricote que tú huele' (Tú huele')
Dice que quiere verme, pero sé por dónde viene
Si me ve con otra, rápido la intercede

(Ma-Ma) Mami, si a mí tú no me quiere'
¿Por qué no me habla' claro?
Me llama' cuando te conviene (Me llama' cuando te conviene)
Cuando contigo quiere' que sea malo, quiere' que sea malo (Uoh-oh)
Mami, si a mí tú no me quiere'
¿Por qué no me habla' claro? (Oh-ooh)
Me llama' cuando te conviene (Eh-eh-eh)
Cuando contigo quiere' que sea malo, quiere' que sea malo (Eh, eh)
No te desespere' que esta noche yo te robaré (Uoh, yeah)
Yo sé que tú quiere', tú tranquila, que te lo daré (Baby, eh)
No te desespere', que esta noche yo te robaré
Yo sé que tú quiere', tú tranquila, que te lo daré

Vamos a salir de lo normal
Es entre nosotro', me lo tienes que jurar (Yeah)
Lo veo en tu cara, tú lo que quiere' e' jugar
Te come' la comida si la quiere' calentar, yeah (Oh, oh-oh)
No quiero dejarte respirar
Te vo' a subir al cielo y no vas a querer bajar
Nos vamo', calladito' nos tenemo' que escapar
Si nos cogen, mamita, esto se va a volver viral, yeah

Mami, si a mí tú no me quiere'
¿Por qué no me habla' claro? (Oh-oh)
Me llama' cuando te conviene (Eh-eh-eh)
Cuando contigo quiere' que sea malo, quiere' que sea malo (Eh-eh)
Mami, si a mí tú no me quiere'
¿Por qué no me habla' claro?
Me llama' cuando te conviene (Me llama' cuando te conviene)
Cuando contigo quiere' que sea malo, quiere' que sea malo (Uoh-oh, uoh-oh)
No te desespere' que esta noche yo te robaré (Uoh-oh, yeah)
Yo sé que tú quiere', tú tranquila, que te lo daré (Baby, eh)
No te desespere', que esta noche yo te robaré
Yo sé que tú quiere', tú tranquila, que te lo daré (Oh-oh)

N-I-C-K (Oh-oh, oh-oh)
Nicky-Nicky-Nicky Jam (Yeah)
Ozuna (Baby)
Dos leyenda' (Baby)
Chri-Chri-Chris Jeday
Gaby Music (Oh-oh, oh-oh)
La Industria Inc
N-I-C-K (Uoh-oh)
Nicky-Nicky-Nicky Jam (Baby)5EmbedShare URLCopyEmbedCopy",https://genius.com/Nicky-jam-and-ozuna-te-robare-lyrics,spotify,nicky
