,Unnamed: 0,id,artist,first_artist,song,weeks_on_chart,peak_rank,lyrics,length,word_count,language,language_score,link
10,538,5268,John Legend,John Legend,Happy Xmas (War Is Over),1,69,"(Happy Christmas, Kyoko Happy Christmas, Julian)  So this is Christmas And what have you done? Another year over And a new one just begun And so this is Christmas I hope you had fun The near and the dear ones The old and the young  A very Merry Christmas And a happy New Year Let's hope it's a good one Without any fear  And so this is Christmas (War is over) For weak and for strong (If you want it) For rich and the poor ones (War is over) The road is so long (Now) And so happy Christmas (War is over) For black and for white (If you want it) For yellow and red ones (War is over) Let's stop all the fight (Now) A very Merry Christmas And a happy New Year Let's hope it's a good one Without any fear  And so this is Christmas (War is over) And what have we done? (If you want it) Another year over (War is over) And a new one just begun (Now) And so happy Christmas (War is over) We hope you had fun (If you want it) The near and the dear ones (War is over) The old and the young (Now)  A very Merry Christmas And a happy New Year Let's hope it's a good one Without any fear  War is over, if you want it War is over, now Happy Christmas Happy Christmas, Christmas Happy Christmas, Christmas7EmbedShare URLCopyEmbedCopy",8,1,tl,0.9999952608538195,https://genius.com/John-lennon-and-yoko-ono-happy-xmas-war-is-over-lyrics
11,633,9161,Keith Urban Duet With P!nk,Keith Urban Duet With P!nk,One Too Many,4,62,"Yeah, yeah  I don't remember much about last night Woke up on a couch sun-rise Saw the living room Through these bloodshot eyes of mine, cold sober You didn’t like that I came home late 4 AM but it's a Friday, babe And I've been working hard Can't you give me some space 'stead of shouting out, ""Oh my God""?  Oh-oh, ooh-yeah Oh-oh, ooh-yeah I go out with some new friends But it just makes me miss you more, more  I spend all my money drinking on my own, yeah In this bar, just sat here staring at my phone And I keep second guessing, where did I go wrong? I know I'm proud But I've had one too many Come take me home So now I'm the one that's crying I didn't wanna call 'cause I didn't wanna fight I swear that I was trying, yeah But everybody falls when their head's a little high And I've never meant to get so out my mind With you playing cool, just pretending it's fine Oh, we've been 'round, 'round, 'round this Too many times before  Oh-oh, ooh yeah Oh-oh, ooh yeah I go out with some new friends But it just makes me miss you more, more  I spend all my money drinking on my own, yeah In this bar, just sat here staring at my phone And I keep second guessing, where did I go wrong? I know I'm proud But I've had one too many Come take me home  I don't know how lucky, how lucky I am, I am, I am, no I guess sometimes I should give more of a damn, a damn, a damn about you I don't know how lucky, how lucky I am, I am, I am, no I know we're both stubborn Push each other's buttons I'd rather do it with you, but... I spend all my money drinking on my own, yeah In this bar, just sat here staring at my phone I spend all my money drinking on my own, yeah In this bar, just sat here staring at my phone And I keep second guessing, where did I go wrong? I know I'm proud But I've had one too many, come take me home  Come take me home Yeah, I've had one too many1EmbedShare URLCopyEmbedCopy",8,1,tl,0.9999959806027708,https://genius.com/Keith-urban-and-p-nk-one-too-many-lyrics
12,731,5961,Lil Mosey,Lil Mosey,Blueberry Faygo,33,8,"Damn, Callan (Damn, Callan)  One bad bitch and she do what I say so (Yeah) Two big 40's and a big-ass Draco (Boom, boom) Three more millions when you ask how my day go (Yeah) Poured up a four, now that's blueberry Faygo (Lean) One false move and we straight to shootin' shit Two small bands just to take you out real quick (Bands) Three more hoes, pull up, I'm fucking shit (Yeah) That's how it go, big bands, I'm thumbin' shit Ayy, one bad bitch and she do what I say so (Yeah) Two big 40's and a big ass Draco (Boom, boom) Three more millions when you ask how my day go (Yeah) Poured up a four, now that's blueberry Faygo (Lean) One false move and we straight to shootin' shit Two small bands just to take you out real quick (Bands) Three more hoes, pull up, I'm fucking shit (Yeah) That's how it go, big bands, I'm thumbin' shit  I'm with my niggas, yeah, we some rockstars And I'm with my nigga, yeah, KK Wokhardt (KK Wokhardt) This not my dick, lil' bitch, my Glock hard (Lil' bitch) Straight to the cash (Cash), I'm a trapstar Straight to the bag (Bag), I'm that nigga, huh? Got me some gas, rollin' up some Pfft, pfft, cash, yeah, I got me some I ain't fucked since yesterday, I'ma fuck somethin' One bad bitch and she do what I say so (Yeah) Two big 40's and a big-ass Draco (Boom, boom) Three more millions when you ask how my day go (Yeah) Poured up a four, now that's blueberry Faygo (Lean) One false move and we straight to shootin' shit Two small bands just to take you out real quick (Bands) Three more hoes, pull up, I'm fucking shit (Yeah) That's how it go, big bands, I'm thumbin' shit  Three-oh clip in my nina (Boom, boom) On my toes, Gucci, Valentino She on go, your bitch for the team, uh (Lil' bitch) 'Cause you know your bitch want a winner (Winner) I just went back to my city (To my city) And you know they all fuckin' with me (Yeah, they is) But it ain't safe, poles with me (Poles) I'ma chase bands 'til they end me  One bad bitch and she do what I say so (Yeah) Two big 40's and a big-ass Draco (Boom, boom) Three more millions when you ask how my day go (Yeah) Poured up a four, now that's blueberry Faygo (Lean) One false move and we straight to shootin' shit Two small bands just to take you out real quick (Bands) Three more hoes, pull up, I'm fucking shit (Yeah) That's how it go, big bands, I'm thumbin' shit Ayy, one bad bitch and she do what I say so (Yeah) Two big 40's and a big-ass Draco (Boom, boom) Three more millions when you ask how my day go (Yeah) Poured up a four, now that's blueberry Faygo (Lean) One false move and we straight to shootin' shit Two small bands just to take you out real quick (Bands) Three more hoes, pull up, I'm fucking shit (Yeah) That's how it go, big bands, I'm thumbin' shit115EmbedShare URLCopyEmbedCopy",7,1,de,0.9999943774606346,https://genius.com/Lil-mosey-blueberry-faygo-lyrics
13,736,1082,Lil Nas X Featuring Billy Ray Cyrus,Lil Nas X,Old Town Road,45,1,"Yeah, I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more (Kio, Kio) I got the horses in the back Horse tack is attached Hat is matte black Got the boots that's black to match Ridin' on a horse, ha You can whip your Porsche I been in the valley You ain't been up off that porch, now  Can't nobody tell me nothin' You can't tell me nothin' Can't nobody tell me nothin' You can't tell me nothin'  Ridin' on a tractor Lean all in my bladder Cheated on my baby You can go and ask her My life is a movie Bull ridin' and boobies Cowboy hat from Gucci Wrangler on my booty Can't nobody tell me nothin' You can't tell me nothin' Can't nobody tell me nothin' You can't tell me nothin'  Yeah, I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more I got the hor-130EmbedShare URLCopyEmbedCopy",7,1,de,0.9999930982003326,https://genius.com/Lil-nas-x-old-town-road-lyrics
14,842,2,Mariah Carey,Mariah Carey,All I Want For Christmas Is You,43,1,"I don't want a lot for Christmas There is just one thing I need I don't care about the presents Underneath the Christmas tree I just want you for my own More than you could ever know Make my wish come true All I want for Christmas is you, yeah  I don't want a lot for Christmas There is just one thing I need (And I) Don't care about the presents Underneath the Christmas tree I don't need to hang my stocking There upon the fireplace (Ah) Santa Claus won't make me happy With a toy on Christmas Day  I just want you for my own (Ooh) More than you could ever know (Ooh) Make my wish come true All I want for Christmas is you You, baby Oh, I won't ask for much this Christmas I won't even wish for snow (And I) I'm just gonna keep on waiting Underneath the mistletoe I won't make a list and send it To the North Pole for Saint Nick (Ah) I won't even stay awake to Hear those magic reindeer click  'Cause I just want you here tonight (Ooh) Holding on to me so tight (Ooh) What more can I do? Oh baby, all I want for Christmas is you You, baby  Oh, all the lights are shining So brightly everywhere (So brightly, baby) And the sound of children's Laughter fills the air (Oh, oh yeah) And everyone is singing (Oh yeah) I hear those sleigh bells ringing (Oh) Santa, won't you bring me the one I really need? (Yeah, oh, oh) Won't you please bring my baby to me? Oh, I don't want a lot for Christmas This is all I'm asking for (Ah) I just wanna see my baby Standing right outside my door  Oh, I just want you for my own (Ooh) More than you could ever know (Ooh) Make my wish come true Oh baby, all I want for Christmas is you  You, baby All I want for Christmas is you, baby (You) All I want for Christmas is you, baby (Ah, oh, ah, oh) All I want for Christmas is you, baby (You) All I want for Christmas is you, baby (All I really want, baby, ooh) All I want for Christmas is you, baby (All I want, all I really want is you)95EmbedShare URLCopyEmbedCopy",7,1,de,0.9999949001356185,https://genius.com/Mariah-carey-all-i-want-for-christmas-is-you-lyrics
15,887,6047,"Migos, Young Thug & Travis Scott","Migos, Young Thug",g n f (Give No Fxk),1,48,"DJ Durel Murda on the beat, so it's not nice (Go)  We don't give no fuck (No) We don't give no fuck (Fuck shit) We don't give no fuck (No) We don't give no fuck (Fuck shit) Out in public (Public) And we run shit (Run shit) Out in public (Public) And we run shit (Get right) I got too many diamonds on, I look awesome (Ice, get right) Yeah, after I hit that ho, she need a walker (Smash, get right, uh) I done shook them problems off, now I'm bossin' (Woo, get right) Yeah, stack the money tall, back to ballin' (Get right, Takeoff)  Big boy Rolls, swerve the lane, I be hoggin' (Big boy Rolls) Lit four blunts of Cookie, musty, yeah, it's foggy (Cookie, woah) I can park it, stick be sparkin', do no talkin' (Brrt) Watch me hit the target, mark the carpet, then depart it (Offset) We don't give two fucks Choppers hangin' out the Rolls Royce truck (Pop 'em) Go play with your kid, 'cause I up (Up) She broke, so why would I cuff? Ayy We rich, lit, we 'bout to go up to space (Lit) Gold toilet, I took me a rich shit (Woo) 'Cause I have racks on my plate (Racks) I make you go get the bag, baby, we livin' the dream (Livin' the dream) Gang not comin' in last, top ranked in loyalty (Top ranked) It's a millionaire campaign, that's what it's supposed to be (Campaign) Pray my soul to keep when I go to sleep (Uh, Huncho) We don't give no fuck (No) We don't give no fuck (Fuck shit) We don't give no fuck (No) We don't give no fuck (Fuck shit) Out in public (Public) And we run shit (Run shit) Out in public (Public) And we run shit (Get right) I got too many diamonds on, I look awesome (Ice, get right) Yeah, after I hit that ho, she need a walker (Smash, get right, uh) I done shook them problems off, now I'm bossin' (Woo, get right) Yeah, stack the money tall, back to ballin' (Get right)  With it (Yeah, yeah, yeah) Split it (Yeah, yeah) Drop-top Rolls (Yeah, yeah, yeah) Gutter, machete (Skrrt, skrrt) No confetti (Yeah, yeah, yeah) Bitch too petty (Woah, bitch) Big machete (Petty, petty) I gotta dead it (Woo) We don't give no fuck (Uh-uh), we don't give no fuck, no (We don't give no fucks) Give her a couple bucks (Bucks), get her tummy tucked, woah (Woo) Harriet Tubman-ed up (Yeah), twenty bills in my clothes (Ayy) I got a bulletproof truck, I got the backwards doors on the Royce Give no fucks We don't give no fuck (No) We don't give no fuck (Fuck shit) We don't give no fuck (No) We don't give no fuck (Fuck shit) Out in public (Public) And we run shit (Run shit) Out in public (Public) And we run shit (Get right) I got too many diamonds on, I look awesome (Ice, get right) Yeah, after I hit that ho, she need a walker (Smash, get right, uh) I done shook them problems off, now I'm bossin' (Woo, get right) Yeah, stack the money tall, back to ballin' (Yeah, get right)  I done been 'round the whole globe and did a few laps and brought back a whole tide She done spent time in the hood and found nothin' else is better than that side I done went set up the Jack and made sure the pack ain't gotta push packs quite Stuck at the top of the chain, in top of her brain, can't fall off at one time (Yeah) All my colleagues say how we live outrageous (Alright) We don't count the days, we just count the payments Just let that Juvie play, she start rejuvenating (Juvie) Alive at night, we take everything, we face it, yeah  We don't give no fuck (No) We don't give no fuck (Fuck shit) We don't give no fuck (No) We don't give no fuck (Fuck shit) Out in public (Public) And we run shit (Run shit) Out in public (Public) And we run shit (Get right) I got too many diamonds on, I look awesome (Ice, get right) Yeah, after I hit that ho, she need a walker (Smash, get right, uh) I done shook them problems off, now I'm bossin' (Woo, get right) Yeah, stack the money tall, back to ballin' (Get right) DJ Durel Murda on the beat, so it's not nice13EmbedShare URLCopyEmbedCopy",8,1,tl,0.999994795338701,https://genius.com/Migos-give-no-fxk-lyrics
16,970,34,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,8,12,"It's beginning to look a lot like Christmas Everywhere you go Take a look in the five-and-ten Glistening once again With candy canes and silver lanes aglow  It's beginning to look a lot like Christmas Toys in every store But the prettiest sight to see Is the holly that will be On your own front door  A pair of Hop-a-long boots and a pistol that shoots Is the wish of Barney and Ben Dolls that will talk and will go for a walk Is the hope of Janice and Jen And mom and dad can hardly wait for school to start again  It's beginning to look a lot like Christmas Everywhere you go Now there's a tree in the Grand Hotel One in the park as well The sturdy kind that doesn't mind the snow It's beginning to look a lot like Christmas Soon the bells will start And the thing that will make them ring Is the carol that you sing Right within your heart  A pair of Hop-a-long boots and a pistol that shoots Is the wish of Barney and Ben Dolls that will talk and will go for a walk Is the hope of Janice and Jen And mom and dad can hardly wait for school to start again  Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha!  It's beginning to look a lot like Christmas Soon the bells will start And the thing that will make them ring Is the carol that you sing Right within your heartEmbedShare URLCopyEmbedCopy",8,1,tl,0.9999954922837742,https://genius.com/Perry-como-its-beginning-to-look-a-lot-like-christmas-lyrics
17,993,8078,Pop Smoke,Pop Smoke,Tunnel Vision (Outro),1,79,"Haha, mami like⁠— Mami like, ""Damn boy, you made it"" (Man, you did) But she said, ""You ain't nice"" (At all) I tell her I know I'm nice, ha (Look)  I don't talk to niggas (Nah), I don't feel these niggas (At all) Got a hundred round in my pocket, I'm ready, go kill these niggas (Brrt, brrt), look And it's tunnel vision (Yeah) when I'm in the field, nigga (In the field) If I tell Mikey Woo (Woo), then he gon' go drill a nigga (Grrt-baow) I'm a Brooklyn nigga, but shout out my Philly niggas (My Philly niggas) I don't fuck with a lot of niggas because I'm too real for niggas (Yeah, nah) They don't know what it means (Yeah) to have million dollar dreams (Dreams) Then you wake up on the block and it's back to servin' fiends (Yeah)  I don't drink Belaire (Nah), but I'm in Bel Air like I'm Uncle Phil Don't call me bluff, nigga, I am and, nigga, I will, look (Nigga, I will) And I'm from the fields (Woo), now it's million dollar deals (Woo) And it's all out of nowhere, push me and I'ma go there All in a second, gun kickin' like it's Tekken (Buck, buck) I'm a force to be reckoned, I'm God's perfection Look, God gave me a lot in some months, but it could go in a second If I fuck the wrong bitch (Woo) or walk up in the wrong section I don't talk to niggas (Nah), I don't feel these niggas (At all) Got a hundred round in my pocket, I'm ready, go kill these niggas (Brrt, brrt), look And it's tunnel vision (Yeah) when I'm in the field, nigga (In the field) If I tell Mikey Woo (Woo), then he gon' go drill a nigga (Grrt-bah) I'm a Brooklyn nigga, but shout out my Philly niggas (My Philly niggas) I don't fuck with a lot of niggas because I'm too real for niggas (Yeah, nah) They don't know what it means (Yeah) to have million dollar dreams (Dreams) Then you wake up on the block and it's back to servin' fiends (Yeah, nah)  Stepped in the game, started changin' it, changin' it, haha Never who, forever the Woo What do you want your impact to be on the music industry? Like, a hundred years from now, how do you want people to remember you? Pop Smoke did this, he did that, he did what? Pop Smoke came in and changed the game Pop Smoke came in and showed them niggas a new vibe You know, the whole sound, the whole vibe, the whole movement Different Forever my heart, forever my dawgs We still gon' put on for you The smoke will never clear Never Woo, woo, woo, grrt-baow14EmbedShare URLCopyEmbedCopy",7,1,de,0.8571386563130851,https://genius.com/Pop-smoke-tunnel-vision-outro-lyrics
18,998,8075,Pop Smoke Featuring King Combs,Pop Smoke,Diana,1,76,"Cheers to you for givin' me a chance (Oh)  Shorty, light-skinned (Woo), tatted, huh, ass fat (Grrt) I need your number and that's that (That's that, yeah) I need your number and that's that (Huh, that's that) Black hair, bob, nice teeth, smile (Yeah) I like your style, I like your, uh Shorty, light-skinned (Woo), tatted, huh, ass fat (Grrt) I need your number and that's that (That's that) I need your number and that's that (Huh, that's that) Black hair, bob, nice teeth, smile (Yeah) I like your style, I like your style  Baby, we could take it all away Fast whips, cash trips, ask Chris Yeah, you know I got it (What you want?) Bad bitch, mad thick, high fashion I don't need a stylist, I'm him Get you there, I could fly you in (Uh-huh, uh-huh) Bad bitches, they be eyein' him (Say what?) Heard I be with Smoke and them (Skrrt, skrrt) Shake it (Shake it), talk that shit you was talkin' (Talkin') Hit it from the back wit' her archin' (Wit' her archin') Have her leavin' with a limp when she walkin' (When she walkin') I don't care if she light-skin or dark-skin (I don't care) Pussy watery, slippery, caution Had to murder it, put it in a coffin Chris, I love you, I hear that so often Shorty, light-skinned (Woo), tatted, huh, ass fat (Grrt) I need your number and that's that (That's that, yeah) I need your number and that's that (Huh) Black hair, bob, nice teeth, smile (Yeah) I like your style, I like your, uh Shorty, light-skinned (Woo), tatted, huh, ass fat (Grrt) I need your number and that's that (That's that) I need your number and that's that (Huh, that's that) Black hair, bob, nice teeth, smile (Yeah) I like your style, I like your style (I like your style)  I ain't gon' lie, I need you (Woo) Don't let me in it (Don't let me in it) I might just breed you, look (I might just breed you, okay) She said she wanna be a teacher Damn, in my head, she would look good as a teacher (Teacher) She would look good as a teacher (Teacher), uh Treat her with Balenciaga sneakers (Oh) Please her, baby, let me eat you Home run, home run like Jeter (Jeter) Don't make me catch you cheatin', beat her (Bad boy) RIP Kapo, pull up in Tahoe She said, ""Oh, her brother's Wooin'"" (Woo) She said she's seen' me around (Yup) She said she love what I'm doin' (I love it) She said, ""Do you remember me?"" (Me) ""You was a friend to me"" We start talkin' sexually, it's been a while Shorty, light-skinned (Woo), tatted, huh, ass fat (Grrt) I need your number and that's that (That's that, yeah) I need your number and that's that (Huh) Black hair, bob, nice teeth, smile I like your style, I like your, uh Shorty, light-skinned (Woo), tatted, huh, ass fat (Grrt) I need your number and that's that (That's that) I need your number and that's that (Huh, that's that) Black hair, bob, nice teeth, smile (Yeah) I like your style, I like your style (I like your style)18EmbedShare URLCopyEmbedCopy",7,1,de,0.9999933204315349,https://genius.com/Pop-smoke-diana-lyrics
19,999,8005,Pop Smoke Featuring Lil Baby & DaBaby,Pop Smoke,For The Night,25,6,"CashMoneyAP Kill 'em, get 'em, get 'em, oh Oh (I'm tryna fuckin' get 'em), oh (I'm tryna fuck on a thot) Oh, oh (Get 'em), oh Oh (Gettin' big on this), oh, oh, oh Oh, oh, oh, oh Oh, oh, oh What do you want? Won't tell you twice, yeah I'm a thief in the night (Thief in the night), oh  I did some wrong (Oh, oh), but I'm always right (Oh, oh) Said I know how to shoot (Oh, oh) and I know how to fight Boy, I'll tell you once, won't tell you twice I'm real discreet, like a thief in the night (Look)  If I call you bae, you bae for the day Or a bae for the night, you not my wife She want a killer to fuck all night I wanna fuck on a thot, gimme head all night AP, big rocks, in the hood with the 'rillas Five K on the dinner, bring three hundred thou' to the dealer  I did some wrong (Oh, oh), but I'm always right (Oh, oh) Said I know how to shoot (Oh, oh) and I know how to fight Boy, I'll tell you once, won't tell you twice I'm real discreet, like a thief in the night (Baby) I'm rich but I'm ridin', I'm low on exotic, I'm 'bout to fly out and go get me some Nothin' ain't seen, all this money on me, hunnid racks in the bag, that's a honey bun Baby OG, I been runnin' these streets, got the game from Lashawn, I'm my mama's son Learned 'bout the triple cross when I was young and I know I ain't goin' so I keep a gun I flew to Paris just to buy some Dior She beggin' for attention, I don't see her C.I.P. Pop, I wish that you could see us Million cash plus whenever I go re-up I got some niggas in the street, won't beat me I got the industry tryna be me I just go Ray Charles, they can't see me I'm in a Rolls-Royce with a RiRi  I did some wrong (Oh, oh), but I'm always right (Oh, oh) Said I know how to shoot (Oh, oh) and I know how to fight Boy, I'll tell you once, won't tell you twice I'm real discreet, like a thief in the night (Yeah)  Like a thief in the night (Thief) I pull up, give her D for the night (Uh-huh) Tryna fuck in the V, it's aight (Let's fuck) We can't fuck up my seats 'cause they white (That's my seats, watch my motherfuckin' seats) I'm livin' like ""Thriller,"" I only come out at the night time She don't fuck with liquor, don't like bein' tipsy She don't do the Henny, just white wine (What she do?) Pop the cork on some new Pinot Grigio (Yeah) I pull up in the Porsche wit' a freaky ho (Zoom) Park the Porsche then pull up in a Lambo (Hmph) I hop out, Major Payne, rockin' camo (Yessir) Think she cute, make her fuck, let her man go (She cute) Like to shoot, light you up, bitch, I'm Rambo Cuban link full of rocks, it's a choker (Oh) Rest in peace to the Pop, make me smoke ya I did some wrong (Oh, oh), but I'm always right (Oh, oh) Said I know how to shoot (Oh, oh) and I know how to fight Boy, I'll tell you once, won't tell you twice I'm real discreet, like a thief in the night95EmbedShare URLCopyEmbedCopy",7,1,de,0.8571374947794295,https://genius.com/Pop-smoke-for-the-night-lyrics
20,1001,8033,Pop Smoke Featuring Quavo,Pop Smoke,Aim For The Moon,2,34,"(Yeah, haha) Shoot for the stars (Woo), aim for the moon You ain't cool (I'm feelin' treeshy), 'til I say you woo Yeah, yeah, yeah Yeah, yeah (Oh), yeah, yeah (I'm on Venus) Yeah, yeah, yeah (That's why I say woo) Yeah, yeah, are you dumb? Look (Ooh)  You don't know what you started, I pop a Perc', go retarded I got the drip, it came straight from the faucet Mr. Dior-Dior, they know where it started, yeah (Oh) She wanna Netflix and chill, fuck off the pill Go in the store, shop in Dior (Oh) Come to my crib, take all my shirts Pop all my Percs and sleep in my drawers You talkin' too much, baby, pour up a four We both bust a nut, now leave me alone When we in Miami, we stay at the Mondrian (Oh) We pull up to LIV in the Cullinan Welcome her to the party The afterparty's afterparty, then party again (Oh) Hundred bitches, hardly any men (Oh) In my room is where the party began Then take a flight to Bora Bora, it's time to catch a tan, look (Woo) I said free all my niggas that's sentenced, stuck up in the jail (Free all my niggas, yeah) I could show you how to vibe, but I can't be ya man (Yeah, yeah, yeah) Uh-huh (No, no, yeah) Shoot for the stars (Shoot, shoot, shoot) Aim for the moon (For the moon) You ain't cool (You ain't cool), 'til I say you cool Yeah, yeah, yeah Yeah, yeah (Skrrt-skrrt), yeah, yeah Yeah, yeah (Skrrt-skrrt), yeah, yeah (Yeah, yeah) Yeah, yeah, yeah, yeah (Yeah) Yeah, yeah (Skrrt-skrrt), yeah, yeah  Yeah, Pop Smoke the woo (Pop) I play with the check and it's blue (Blue) We mobbin' and tyin', no shoe (Tie) You play with the group, we gon' shoot (Shoot) He in Dior, I'm in Prada (Prada) We rich, we came from the bottom (Rich) I'm a Migo, I feel like a doctor (Migo) Goin' surgical with the new chopper (Grrah) Five hundred thousand, I'm in flex mode (Yeah) We got all the work, we make your trap close (Trap) Gang havin' loyalty, we ten toes (Ten) Nah, nobody givin' up, why would the gang fold? (Ooh) We outside, we totin' them bangers, we not shootin' at strangers (We outside) Say what you wanna say, long as it ain't us 'cause my niggas gon' hang ya (Grrah) Look at them young niggas goin' crazy-crazy, man, them niggas too dangerous (Crazy) We gonna make 'em famous, the beautiful country got stars and bangers (Stars) Shoot for the stars, aim for the moon You ain't cool 'til I say you cool Yeah, yeah, yeah Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah27EmbedShare URLCopyEmbedCopy",7,1,de,0.999994080542443,https://genius.com/Pop-smoke-aim-for-the-moon-lyrics
21,1005,8056,Pop Smoke Featuring Swae Lee,Pop Smoke,Creature,1,57,"Shoutout 808Melo (Ooh), grrt Yeah (Ooh) Woo, woo (Ooh, shut this shit down) Yeah, yeah Yeah, yeah, yeah  Run up on it (Ooh, bah), you know I'm on it (Ooh, bah) The drank on me (Ooh, woo), draggin' my feet (Ooh) Hop in that whip (Ooh), I'm 'bout to see you (Ooh) I'm like a creature (Ooh, huh), I'm on the creep (Ooh)  If I don't get all of my chips, I can't leave just yet (Yeah) Get that top, then I dip, I'ma leave her wet (Yeah) I put plates on my neck, like tectonics (Ooh) I put plates on my whip, it's a rocket ship (Rocket) Sip drank, on Hypnotic (Ayy) You know our lil' nigga gon' pop shit (Ooh) Louis my body (Ayy) That be why shawty is clockin' me, clockin' me (Ooh) I don't owe no apology I'm everywhere that the dollar be, dollar be (Ooh) I don't owe no apology I'm gettin' the money, you know my philosophy (Ooh) Look, bend her over, blow her back out (Bow) Bend her over, pull her tracks out (Bow) She know the Woo make her tap out (Woo) I really live what I rap 'bout (Woo) I remember them days in the trap house Yeah, it got real in the trap house I went and did some time in the jail Because I'd rather take the fast route (Grrt, grrt, bow) If you wanna make bets then I'm open up TD She like, ""Papi, all I got is Citi"" I'm like fuck it, come give me head (Woo) I back out and nut on her titty Ayy, huh, she say I'm a dog, so I'm chasin' her kitty (Woo) Light up the smoke like a Dutch in the city I keep two in the head, we gon' catch him like Ricky (Uh) Man down Throw the piece to my bro, that's a hand down (Brrt, brrt) Poppin' shit on the lot, make him camp out He was twirlin' back then, he a fan now (Woo) I keep nothin' but blues in these pants now (Woo) Rubber band for these racks and these bands now (Blues) We keep sticks and these drums, like a band now (Grrt) My new bitch exotic (Exotic) My new bitch exotic (Exotic) You ain't poppin', stop it (Nah) Fresh as fuck, no stylist (No stylist, uh) Niggas stealin' styles, jackin', jockin' (Jockin') This watch don't do tick tockin' (Nah) Niggas know how we rockin' (Woo) 20K for Amiri's and that's for the jeans (That's for the jeans) The money was dirty, I got into rapping and now this shit clean (Now this shit clean) (Woo, woo) Now I'm on the scene I made her tap out, I know that this dick turned the bitch to a fiend Run up on it (Ooh), you know I'm on it (Ooh) The drank on me (Ooh), draggin' my feet (Ooh) Hop in that whip (Ooh), I'm 'bout to see you (Ooh) I'm like a creature (Ooh), I'm on the creep (Ooh) You know I'm on it (Ooh) The drank on me (Ooh), draggin' my feet (Ooh) Hop in that whip (Ooh), I'm 'bout to see you (Ooh) I'm like a creature (Ooh), I'm on the creep (Ooh)  We livin' life, don't panic She love the life, don't panic Before the grave, turn the money to ashes I just fucked on an actress (Yeah) Muthafuckas start scattering All the paper start to scatter (Hey) I be doin' all that cashin' in (Yeah) I be doin' all that bashin' (Ayy)  Run up on it (Ooh, bah), you know I'm on it (Ooh, bah) The drank on me (Ooh, woo), draggin' my feet (Ooh) Hop in that whip (Ooh), I'm 'bout to see you (Ooh) I'm like a creature (Ooh, huh), I'm on the creep (Ayy, grrt, grrt, bah) You know I'm on it (Ooh) The drank on me (Ooh), draggin' my feet (Ooh) Hop in that whip (Ooh), I'm 'bout to see you (Ooh) I'm like a creature (Ooh), I'm on the creep (Ayy, grrt, grrt, bah)8EmbedShare URLCopyEmbedCopy",7,1,de,0.9999941526651339,https://genius.com/Pop-smoke-creature-lyrics
22,1007,10483,Popp Hunna,Popp Hunna,Adderall (Corvette Corvette),1,84,"(Bitch) Corvette, Corvette Hop in a motherfuckin' jet like jet Didn't even think it could get like that They be like, ""Popp, why you walk like that? Why you talk like that? Why you walk like that?""  Uh, I'm off a Addy, I'm up I don't got no time to relax (Time to relax) I turned a two to a four And I turned a five to a stack, five to a stack I was just down in the bottom Talking the back of the back I got this shit out the mud But they don't wanna talk about that, keep it a stack  Know that we exing you out If you be moving too false, and that's a fact Niggas keep talking 'bout looking for me But them niggas cappin', they know where I'm at If I ain't on Norris, then I'm on the 'Vinе 11th, Girard to be exact If I ain't on Norris, then I'm on thе 'Vine 11th, Girard to be exact Fuck all the opps for real Yeah, I'm dissing you, uh I drop a bag on your head Just to get rid of you, uh Bitch, I ain't duckin' no action You gon' get rid of who? Me and Tay sliding on niggas And we got missiles too I'm off a Addy, I'm up I don't got no time to relax (Time to relax) I turned a two to a four And I turned a five to a stack, five to a stack I was just down in the bottom Talking the back of the back I got this shit out the mud But they don't wanna talk about that  I got this shit out the dirt But they don't wanna talk about this, uh Niggas was sending them threats Now they all resting in piss, resting in shit Fuck them niggas I made But they just won't admit it, ungrateful as shit Even if I do die Niggas gon' slide, uh, you gon' get hit I took a sip of that lean That shit had me trippin', but I wasn't dippin' Tears rollin' down my face 'Cause I seen all my niggas, wish it was different I fucked this bitch named CeCe She tried to say I ain't, alright, now listen Pussy was trash for real Sometimes I wish I never did hit it I'm off a Addy, I'm up I don't got no time to relax (Time to relax) I turned a two to a four And I turned a five to a stack, five to a stack I was just down in the bottom Talking the back of the back I got this shit out the mud But they don't wanna talk about that I'm off a Addy, I'm up I don't got no time to relax (Time to relax) I turned a two to a four And I turned a five to a stack, five to a stack I was just down in the bottom Talking the back of the back I got this shit out the mud But they don't wanna talk about that19EmbedShare URLCopyEmbedCopy",7,1,de,0.8571392558435049,https://genius.com/Popp-hunna-adderall-corvette-corvette-lyrics
