,billboard_id,lyrics_id,artist,song,genius_id,lyrics,url,first_appearance,release_date,sentiment_polarity,sentiment_subjectivity,sentiment_polarity_v2,sentiment_subjectivity_v2
10,10,10,Nat King Cole,The Christmas Song (Merry Christmas To You),1717793,"Chestnuts roasting on an open fire
Jack frost nipping at your nose
Yuletide carols being sung by a choir
And folks dressed up like eskimos
Everybody knows a turkey and some mistletoe
Help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight
They know that santa's on his way -
He's loaded lots of toys and goodies on his sleigh
And ev'rymother's child is gonna spy
To see if reindeer really know how to fly
And so i'm offering this simple phrase
To kids from one to ninety-two
Although its been said many times
Many ways: ""merry christmas to you""
",https://genius.com/Nat-king-cole-the-christmas-song-merry-christmas-to-you-lyrics,2019-01-05,,0.2408333333333333,0.4998809523809523,0.2385416666666666,0.5123511904761904
11,11,11,Lil Baby & Gunna,Drip Too Hard,3945870,"Run that back, Turbo

You can get the biggest Chanel bag in the store if you want it
I gave 'em the drip, they sucked it up, I got 'em moanin'
I bought a new Patek, I had the watch, so I two-toned 'em
Takin' these drugs, I'm gon' be up until the mornin'
That ain't your car, you just a leaser, you don't own it
If I'm in the club, I got that fire when I'm performin'
The backend just came in, in all hundreds
Vibes galore, cute shit, they all on us
I'm from Atlanta where young niggas run shit
I know they hatin' on me, but I don't read comments
Whenever I tell her to come, she comin'
Whenever it's smoke, we ain't runnin'

Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doin' all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she gettin' slayed
Do this all the time, this ain't no surprise
Every other night, another movie gettin' made
Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doin' all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she gettin' slayed
Do this all the time, this ain't no surprise
Every other night, another movie gettin' made
Yeah, every other night, another dollar gettin' made
Every other night started with a good day
I feel like a child, I got boogers in the face
Diamonds dancin' in the dial like this shit is a parade
I don't want your chain, Young GonWunna not a slave
I had to draw the line, too many bitches gettin' saved
TSA harass me, so I took a private plane
These pussy niggas lackin', why I'm workin' on my aim
Drip too hard (Too hard), charge it to the card (To the card)
Designer to the ground, I can barely spell the names
Drip too hard, caution on the floor
You gon' fuck around and drown tryna ride a nigga wave

Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doin' all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she gettin' slayed
Do this all the time, this ain't no surprise
Every other night, another movie gettin' made
Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doin' all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she gettin' slayed
Do this all the time, this ain't no surprise
Every other night, another movie gettin' made",https://genius.com/Lil-baby-and-gunna-drip-too-hard-lyrics,2019-01-05,2018-09-09,-0.1353477961432506,0.472073002754821,-0.1493881118881118,0.4544968919968919
12,12,12,Andy Williams,It's The Most Wonderful Time Of The Year,2255377,"It's the most wonderful time of the year
With the kids jingle belling
And everyone telling you ""be of good cheer""
It's the most wonderful time of the year

It's the hap-happiest season of all
With those holiday greetings
And gay happy meetings when friends come to call
It's the hap-happiest season of all

There'll be parties for hosting
Marshmallows for toasting
And caroling out in the snow
There'll be scary ghost stories
And tales of the glories
Of Christmases long, long ago

It's the most wonderful time of the year
There'll be much mistletoeing
And hearts will be glowing when loved ones are near
It's the most wonderful time of the year
There'll be parties for hosting
Marshmallows for toasting
And caroling out in the snow
There'll be scary ghost stories
And tales of the glories
Of Christmases long, long ago

It's the most wonderful time of the year
There'll be much mistletoeing
And hearts will be glowing when loved ones are near
It's the most wonderful time
It's the most wonderful time
It's the most wonderful time
It's the most wonderful time of the year",https://genius.com/Andy-williams-its-the-most-wonderful-time-of-the-year-lyrics,2019-01-05,1963-10-14,0.4914141414141413,0.6691919191919192,0.4293859649122808,0.6600877192982456
13,13,13,Maroon 5 Featuring Cardi B,Girls Like You,3754239,"Spent 24 hours
I need more hours with you
You spent the weekend
Getting even, ooh
We spent the late nights
Making things right between us
But now it's all good, babe
Roll that backwood, babe, and play me close

'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah
Girls like you
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah yeah yeah, yeah, yeah, yeah
I need a girl like you
I spent last night
On the last flight to you (Ay)
Took a whole day up
Tryna get way up, ooh
We spent the daylight
Tryna make things right between us
And now it's all good, babe
Roll that backwood, babe, and play me close (Yeah)

'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah
Girls like you
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
I need a girl like you, yeah, yeah
I need a girl like you
Maybe it's six forty-five, maybe I'm barely alive
Maybe you've taken my shit for the last time, yeah
Maybe I know that I'm drunk, maybe I know you're the one
Maybe I'm thinking it's better if you drive (Oh)
'Cause girls like you
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah

Not too long ago, I was dancing for dollars (Eeoow)
Know it's really real if I let you meet my mama (Eeoow)
You don't want a girl like me, I'm too crazy
But every other girl you meet is fugazy (Okurrrt)
I'm sure them other girls were nice enough
But you need someone to spice it up
So who you gonna call? Cardi, Cardi
Come and rev it up like a Harley, Harley
Why is the best fruit always forbidden? (Huh?)
I'm coming to you now doin' 20 over the limit (Wooh)
The red light, red light stop, stop (Skrrt)
I don't play when it comes to my heart, let's get it though
I don't really want a white horse and a carriage (Carriage)
I'm thinkin' more a white Porsches and carats
I need you right here 'cause every time you're far
I play with this kitty like you play wit' your guitar, ah
'Cause girls like you (Girls like you)
Run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah (Oh)
Girls like you (Girls like you)
Love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah (Like you)

Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
I need a girl like you",https://genius.com/Maroon-5-girls-like-you-remix-lyrics,2019-01-05,2018-05-30,0.1386904761904761,0.4134589947089946,0.1191829004329004,0.4102603415103416
14,14,14,Kodak Black Featuring Travis Scott & Offset,ZEZE,3995573,"D.A. got that dope!

Ice water, turned Atlantic (Freeze)
Nightcrawlin' in the Phantom (Skrrt, Skrrt)
Told them hoes that don't you panic
Took an island, (Yeah) flood the mansion (Big water)
Dropped the roof, more expansion
Drive a coupe you can stand in (It's lit)
See the bitches undercover (In the sheets)
I'm an ass and titty lover (Big ass)
Guess we all made for each other
Now that all the dawgs free (Yeah, yeah)
And we out in these streets (Alright)
Can you do it, can you pop it for me?

Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)
Offset!
Blow the brains out the coupe (Boom)
Police wanna talk, but I'm on mute (Woo-woo, hey)
I'ma bust her wrist down 'cause she cute (Ice, ice)
Fuck her on a yacht, dive in a pool (Yeah)
She an addict (Addict), addict for the lifestyle and the Patek (Patek)
Big daddy, have you ever felt Chanel fabrics? (Chanel)
I be drippin' to death, I need a casket (Drippin')
And we got more stripes than the ref, he foul, TEC him (Bow, stripes)
In the middle of the field like David Beckham (Field, bow-bow)
All my niggas locked up, for real, I'm tryna help 'em (Free, free)
When I got a mil', got me the chills, don't know what happened (Hoo, chills)
Pop pills, do what you feel, I'm on that zombie (Hey, hoo)
I'm more like Gaddafi, I'm not no Gandhi (Gaddafi, hey)
I'm more like I'm David, Goliath runnin' (Hey, hey)
Niggas be clonin', I find it funny (Clone, haha)
We from the Nawf, straight out of the dungeon (We from the Nawf, hey)
I go in her mouth, she can't tell me nothin' (Eghck, eghck, egchk)
300, the watch is out of your budget (Woo, woo, 300)
Mean-muggin' got me clutchin'
Yeah, and this stick right out of Russia

Ice water, turned Atlantic (Freeze)
Nightcrawlin' in the Phantom (Skrrt, skrrt)
Told them hoes that don't you panic
Took an island, (Yeah) flood the mansion (Big water)
Dropped the roof, more expansion
Drive a coupe you can stand in (It's lit)
Bitches undercover (In the sheets)
I'm an ass and titty lover (Big ass)
Guess we all made for each other
Now that all the dawgs free (Yeah, yeah)
And we out in these streets (Alright)
Can you do it, can you pop it for me?
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)

In a Hellcat 'cause I'm a hell-raiser
Self-made, I don't owe a nigga nann favor
When you get that money, nigga, keep your heart
I'm slidin' in a coupe, ain't got no key to start
I got the fire on me in BET Awards
When your well run dry, you know you need me for it
When I pull up in the Buick, you know what I'm doin'
If the police get behind me, I'm fleein' and eludin'
Sleepin' on the palette turned me to a savage
I'm a project baby, now I stay in Calabasas
Like I still serve fiends, like I'm still jackin'
I be sippin' on lean, tryna keep balance
Hit that Z-Walk, Dickie's with my Reeboks
I don't say much, I just let the heat talk
Your jewelry water whip, diamonds like re-rock
My lil' baby ride the dick like a seesaw
When I stepped up on the scene, I was on a bean
When I jumped up out the Beam', I was in Celine
Baby girl, you just a fling, that ain't what I mean
Money bustin' out my jeans like I do the scheme
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)

Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh",https://genius.com/Kodak-black-zeze-lyrics,2019-01-05,2018-10-12,0.0129813345091122,0.5780019106407998,0.0549237677527151,0.501341896407686
15,15,15,Gene Autry,Rudolph The Red-Nosed Reindeer,512798,"You know Dasher, and Dancer, and Prancer, and Vixen
Comet, and Cupid, and Donner and Blitzen
But do you recall the most famous reindeer of all
Rudolph the red-nosed reindeer had a very shiny nose
And if you ever saw it, you would even say it glows
All of the other reindeer used to laugh and call him names
They never let poor Rudolph join in any reindeer games
Then one foggy Christmas Eve Santa came to say
""Rudolph with your nose so bright, won't you guide my sleigh tonight?""
Then how the reindeer loved him as they shouted out with glee
""Rudolph the red-nosed reindeer, you'll go down in history""
Rudolph the red-nosed reindeer had a very shiny nose
And if you ever saw it, you would even say it glows
All of the other reindeer used to laugh and call him names
They never let poor Rudolph join in any reindeer games
Then one foggy Christmas Eve Santa came to say
""Rudolph with your nose so bright, won't you guide my sleigh tonight?""
Then how the reindeer loved him as they shouted out with glee
""Rudolph the red-nosed reindeer, you'll go down in history""",https://genius.com/Gene-autry-rudolph-the-red-nosed-reindeer-lyrics,2019-01-05,1949-09-01,0.2149305555555556,0.501736111111111,0.2126068376068376,0.5232905982905982
16,16,16,Sheck Wes,Mo Bamba,3203682,"16yrold
Bitch
Daytrip took it to 10

I got hoes
Callin' a young nigga phone (Ring, ring)
Where's Ali with the mothafuckin' dope? (Bitch, bitch)
I be ballin' like a mothafuckin' pro (Like a, huh, like a, huh)
I be ballin' like my nigga Mo (Bamba, bitch)
Sheck Wes, I ain't a mothafuckin' joke (Haha, hahahahaha)
Steph Wes, stay with the fuckin' pole (Pa, pa, pa-pa)
You fuck around and get poled (You get poled, bitch)
'Cause I got hoes (So many fuckin' hoes)
Callin' a young nigga phone
(Ring-ring, ring, ring-ring, ring, ring-ring)
Where's Ali with the (Bitch with the) mothafuckin' dope? (Huh)
I be ballin' like a mothafuckin' pro (Like a mothafuckin' pro)
I be ballin' like my nigga Mo (Bamba, Bamba)
Sheck Wes got so many flows (I do it all)
Call me Drake, how a nigga contro—

Oh, fuck, shit, bitch (Huh)
Young Sheck Wes and I'm gettin' really rich (Ching-ching)
See how I caught it 'cause I'm really with the shits (Ping-ping)
See me in the streets and I be really with a (Cling, cling), with a
Bad bitch (Bitch), niggas straight rockin' (Rock)
Niggas straight see me, when they see me, they be coppin' (What?)
I'm the best drug dealer, nigga, come and cop it  (Got it)
Young Sheck Wes, I'm like the fuckin' Green Goblin (Hahahaha)
I got hoes (Hoes, ho)
Callin' a young nigga phone, phone (Bitch)
Where's Ali with the mothafuckin' dope?
(With the mothafuckin' dope)
Dope (With the mothafuckin' dope)
With the mothafuckin' dope (Bitch)
With the dope (Gettin' rich), with my bros (Bitch, shit)
I fucked your ho (Shit)
And she ain't even let you know (Shit fucked up)

Damn, this nigga nice, fuck is you talking about?
('Cause I got) Bitch (Hoes)
And my nigga One-Six, my nigga
Ali, the Daytrip nigga, fuck is niggas talking about?
(I got hoes, shit
Young Sheck Wes, I do it on the go)
Uh, woah, uh",https://genius.com/Sheck-wes-mo-bamba-lyrics,2019-01-05,2017-06-16,0.0203124999999999,0.5489583333333334,0.0594696969696969,0.5196969696969699
17,17,17,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,3955579,"Fly-y-y, fly-y-y, fly
It's Gucci (It's Gucci), huh?
Fly (Woo)

I drink 'til I'm drunk (Yeah), smoke 'til I'm high (Yeah)
Castle on the hill (Well damn), wake up in the sky
You can't tell me I ain't fly (You can't tell me I ain't fly)
I know I'm super fly (I know), I know I'm super fly (I know)
The ladies love luxury (Huh)
That's why they all fuck with me (Woo)
Out here with the moves (Moves) like I invented smooth
You can't tell me I ain't fly (You can't tell me I ain't fly)
I know I'm super fly (I know), I know I'm super fly

Huh, huh, huh
I stay fresh as hell, take a pic, I might as well, hell
Drop the top and take a selfie, my car drives itself
I got white girls blushin', homie, college girls rushin' on me (Woo)
All my diamonds custom so they clutchin' and they touchin' on me
Ooh, think it's vegetables
Ooh, think it's edible
Ooh, it's incredible
Ooh, ooh, ooh
I smell like Bond No. 9 now
Section full of fine dimes
Bitches starin' at me sayin', ""Wow""
Unforgettable (Woo), like Nat King Cole (Huh)
Gucci Barry White, I'm singing to your ho (Well damn)
A one man show (Whoa), a human bankroll (Whoa)
She lost in the sauce (Woo) 'cause Gucci got the glow (Huh)
I drink 'til I'm drunk (Burr), smoke 'til I'm high (It's Gucci)
Castle on the hill (Huh), wake up in the sky (Yeah)
You can't tell me I ain't fly (You can't tell me I ain't fly)
I know I'm super fly (I know), I know I'm super fly (I know)
The ladies love luxury, that's why they all fuck with me
Out here with the moves like I invented smooth
You can't tell me I ain't fly (You can't tell me I ain't fly)
I know I'm super fly (I know), I know I'm super fly (I know)

Now watch me fly (Fly-y-y)
Now watch me fly (Fly-y-y)
You can't tell me I ain't fly (You can't tell me I ain't fly)
I know I'm super fly, I know I'm super fly

Kodak, Kodak
I'm so fly, don't need no flight attendant
Big Cuban link, don't need no pendant
I ain't never had no pot to piss in, yeah
Now all my records trendin'
Oh my, I came from stealing bikes to flying on a G5
I don't know why I'm smokin' this cherry pie so much but this my life
I'm on Adderall, I be smellin' Hi-Tech when I piss
Like it's basketball, I drop fifty-pointer on my wrist
It's Lil Kodak, take a pic
I came home and dropped a hit
All these diamonds got me sick, I'm actin' spoiled (Woo)
Cutlass sittin' high (Yeah), I feel like I can fly (Yeah)
So fresh to death, it's crazy, feel like I can die
I done finally got my wings, they make me wanna sing (Glee)
I drink 'til I'm drunk ('Til I'm drunk), smoke 'til I'm high ('Til I'm high)
Castle on the hill (Ayy), wake up in the sky
You can't tell me I ain't fly (You can't tell me I ain't fly, baby)
I know I'm super fly (I know it), I know I'm super fly (I know it)
The ladies love luxury (Right), that's why they all fuck with me (Ayy)
Out here with the moves like I invented smooth (Yeah, yeah)
You can't tell me I ain't fly (You can't tell me I don't fly, baby)
I know I'm super fly (I know it)
I know I'm super fly (I know it)

Now, now watch me fly (Fly-y-y)
Now watch me fly (Fly-y-y)
You can't tell me I ain't fly
I know I'm super fly, I know I'm super fly",https://genius.com/Gucci-mane-bruno-mars-and-kodak-black-wake-up-in-the-sky-lyrics,2019-01-05,2018-09-14,0.4381475667189952,0.7374672946101514,0.4197473275024296,0.7059329446064139
18,18,18,Cardi B,Money,3994740,"Look, my bitches all bad, my niggas all real
I ride on his dick in some big tall heels
Big fat checks, big large bills
Front, I'll flip like ten cartwheels
Cold ass bitch, I give broads chills
Ten different looks and my looks all kill
I kiss him in the mouth, I feel all grills
He eat in the car, that's meals on wheels (Woo)

I was born to flex (Yes)
Diamonds on my neck
I like boardin' jets, I like mornin' sex (Woo)
But nothing in this world that I like more than checks (Money)
All I really wanna see is the (Money)
I don't really need the D, I need the (Money)
All a bad bitch need is the (Money flow)
I got bands in the coupe (Coupe)
Bustin' out the roof
I got bands in the coupe (Coupe)
Touch me, I'll shoot (Bow)
Shake a lil ass (Money)
Get a little bag and take it to the store (Store, money)
Get a little cash (Money)
Shake it real fast and get a little more (Money)
I got bands in the coupe (Coupe)
Bustin' out the roof
I got bands in the coupe (Brrr)
Bustin' out the roof (Cardi)
I gotta fly, I need a jet, shit
I need room for my legs
I got a baby, I need some money, yeah
I need cheese for my egg
All y'all bitches in trouble
Bring brass knuckles to the scuffle
I heard that Cardi went pop
Yeah, I did go pop (Pop)
That's me bustin' they bubble
I'm Dasani with the drip
Baby mommy with the clip
Walk out Follie's with a bitch
Bring a thottie to the whip
If she fine or she thick, goddamn
Walkin' past the mirror, ooh
Damn, I'm fine (Fine)
Let a bitch try me, boom (Boom)
Hammer time, uh

I was born to flex (Yes)
Diamonds on my neck
I like boardin' jets, I like mornin' sex (Woo)
But nothing in this world that I like more than checks (Money)
All I really wanna see is the (Money)
I don't really need the D, I need the (Money)
All a bad bitch need is the (Money flow)
I got bands in the coupe (Coupe)
Bustin' out the roof
I got bands in the coupe (Coupe)
Touch me, I'll shoot (Bow)
Shake a lil ass (Money)
Get a little bag and take it to the store (Store, money)
Get a little cash (Money)
Shake it real fast and get a little more (Money)
I got bands in the coupe (Coupe)
Bustin' out the roof
I got bands in the coupe (Brrr)
Touch me, I'll shoot (Bow)
Bitch, I will pop on your pops (Your pops)
Bitch, I will pop on whoever (Brrr)
You know who pop the most shit? (Who?)
The people whose shit not together (Okay)
You'da bet Cardi a freak (Freak)
All my pajamas is leather (Uh)
Bitch, I will black on your ass (Yeah)
Wakanda forever
Sweet like a honey bun, spit like a Tommy gun
Rollie a one of one, come get your mommy some
Cardi at the tip-top, bitch
Kiss the ring and kick rocks, sis (Mwah)
Jump it down, back it up (Ooh, ayy)
Make that nigga put down 2K
I like my niggas dark like D'USSÉ
He gonna eat this ass like soufflé

I was born to flex, diamonds on my neck
I like boardin' jets, I like mornin' sex
But nothing in this world that I like more than Kulture
(Kulture, Kulture, Kulture)
All I really wanna see is the (Money)
I don't really need the D, I need the (Money)
All a bad bitch need is the
K.K.C (Woo)
(Money)
Money
(Money)
(Money)
(Money)
(Money)
(Money)
(Money)",https://genius.com/Cardi-b-money-lyrics,2019-01-05,2018-10-22,0.0322301587301587,0.451626984126984,-0.0026455026455026,0.4323247354497354
19,19,19,Dean Martin,"Let It Snow, Let It Snow, Let It Snow",1422051,"Oh, the weather outside is frightful
But the fire is so delightful
And since we've no place to go
Let it snow, let it snow, let it snow
Man, it doesn't show signs of stopping
And I've brought me some corn for popping
The lights are turned way down low
Let it snow, let it snow
When we finally kiss goodnight
How I'll hate going out in the storm
But if you really hold me tight
All the way home I'll be warm
And the fire is slowly dying
And, my dear, we're still goodbying
But as long as you love me so
Let it snow, let it snow, and snow
When we finally kiss goodnight
How I'll hate going out in the storm
But if you really grab me tight
All the way home I'll be warm
Oh, the fire is slowly dying
And, my dear, we're still goodbying
But as long as you love me so
Let it snow, let it snow, let it snow",https://genius.com/Dean-martin-let-it-snow-let-it-snow-let-it-snow-lyrics,2019-01-05,,0.0393650793650793,0.5205158730158731,0.0262433862433862,0.5753439153439153
20,20,20,"benny blanco, Halsey & Khalid",Eastside,3828011,"Uh
Yeah, yeah

When I was young, I fell in love
We used to hold hands, man, that was enough (Yeah)
Then we grew up, started to touch
Used to kiss underneath the light on the back of the bus (Yeah)
I know your daddy didn't like me much
And he didn't believe me when I said you were the one
Oh, every day, she found a way out of the window to sneak out late

She used to meet me on the Eastside
In the city where the sun don't set
And every day, you know that we'd ride
Through the backstreets in a blue Corvette
Baby, you know I just wanna leave tonight
We can go anywhere we want
Drive down to the coast, jump in the sea
Just take my hand and come with me, yeah

We can do anything if we put our minds to it
Take your old life, then you put a line through it
My love is yours if you're willing to take it
Give me your heart 'cause I ain't gonna break it
So come away, starting today
Start a new life together in a different place
We know that love is how all these ideas came to be
So baby, run away with me
Seventeen, and we got a dream to have a family
A house, and everything in between
And then, oh, suddenly, we turned twenty-three
And now we got pressure for taking our life more seriously
We got our dead-end jobs and got bills to pay
Our old friends are now our enemies
And now I, I'm thinking back to when I was young
Back to the day when I was falling in love

He used to meet me on the Eastside
In the city where the sun don't set
And every day, you know where we'd ride
Through the backstreets in a blue Corvette
And baby, you know I just wanna leave tonight
We can go anywhere we want
Drive down to the coast, jump in the sea
Just take my hand and come with me, singing

We can do anything if we put our minds to it
Take your old life, then you put a line through it
My love is yours if you're willing to take it
Give me your heart 'cause I ain't gonna break it
So come away, starting today
To start a new life together in a different place
We know that love is how all these ideas came to be
So baby, run away with me
Run away now, run away now
Run away now
Run away now, run away now
Run away now

He used to meet me on the Eastside
She used to meet me on the Eastside
He used to meet me on the Eastside
She used to meet me on the Eastside
In the city where the sun don't set",https://genius.com/Benny-blanco-halsey-and-khalid-eastside-lyrics,2019-01-05,2018-07-12,0.1341903887358433,0.4016222834404651,0.1107744107744107,0.3714856902356901
