,billboard_id,lyrics_id,artist,song,genius_id,lyrics,url,first_appearance,release_date,sentiment_polarity,sentiment_subjectivity
10,7331,923,Future Featuring Travis Scott,Solitaires,5562531,"(Wheezy outta here)

Solitary diamonds, solitary jewels
With a bitch that's shinin', lookin' like the moon
Said she wanna party, wanna let it loose
Bustin' out my back room, she ain't out the loop
It's jumpin', let it in (Ooh)
I put it out, they come in (Ooh)

Came up off a brick
Bought a Richard Mille, my new watch don't tick
Drippin' in Louis V, made a movie, and Prada another film
It's the Don Dada, I stand this Lamborghini on one wheel
Twelve o'clock, and I got my gun clocked, and I'm on one pill
Monday all the way to Sunday, pick a time to drill
Gettin' my lettuce, I'm gettin' my paper, I'm gettin' my trees (Woo, woo)
One thousand percent, keep it one thousand with me (Woo, woo, yeah)
Started with my squad, so I can't chill
Money over bitches, gotta play the field
Coronavirus diamonds, you can catch the flu
Trap in bandos, walk in Jimmy Choo
Solitaries made a rockstar too (Ooh)
Solitary diamonds, I can show proof (Ooh)
That these bitches on me just like a pop group
I got racks on my mind and I can't lose (Yeah)
And I got solitary diamonds, solitary jewels
Watches full of baguettes, pockets full of blue (Yeah)
Solitary diamonds, solitary jewels
Girls gettin' naked in my swimming pool (Yeah)
I wanna take care you and your friends (Yeah)
Ooh
I put it out, they come in
Ooh (It's lit)
Radical decisions what we always choose
All the dogs is hungry and they sellin' food (Yeah)
Every time we do it, tend to hit the news
I don't want it if it's stiff or if that pussy loose
Runnin', know they gunnin' 'cause I got the juice
I been thuggin' since a youngin, brought that work to school
Floodin' all the hundreds, we done broke the pool
All this money bring the power, I didn't make the rules (Let's go)

Sipping on codeine got my screws loose
Making all this money got my screws loose (Yeah)
Ridin' Lamborgini made her pussy juicy
Grippin' on the wheel, playin' in her pussy
Diamonds on my neck been going crazy
I think I need to see a psychiatrist (Ooh)
Living in the streets and the gutter raised me
I know how to sell narcotics (Yeah)

When they let us off of lock', man, we gon' make that shit pop
Been humpin' wifey for so long, she got a limp when she walk
Got seven drops in four spots, I get to pick where I live
In the back they playin' twinsies like a Hugh Hefner zoo
On my teeth, these diamonds twinkle, in her legs a jacuzzi
I be tweakin' every day, I got some screws missin'
I keep an Air Max pump on me, no, not my 270s (Yeah)
And they know just where I be, it's like I'm 713 (Yeah)
Havin' money on this side is not the conversation (Yeah, yeah)
Solitary diamonds for my dawg inside, he waited, yeah (Straight up)
Solitary diamonds, solitary jewels
With a bitch that's shinin', lookin' like the moon
Said she wanna party, wanna let it loose
Bustin' out my back room, she ain't out to loop
I wanna take care you and your friends (Ooh)
I put it out, they come in (Ooh)",https://genius.com/Future-solitaires-lyrics,2020-05-30,2020-05-15,-0.023808691308691315,0.3700349650349651
11,7332,924,Jonas Brothers Featuring Karol G,X,5550049,"Yeah
Ooh-la-la, by the pool, yeah singing ""Bailando""
Two long nights with the view, yeah
Keeping those blinds closed (Yeah)
She said, ""I wanna find somebody by nightfall""
Ooh-na-na, could it be yeah
Baby, I like you

Watching her move, I was lost in the rhythms
Then she pulled me close by the look in her eyes
Don't know her name, but I know that I need her
She said, ""Boy, you won't be lonely tonight""

She said, ""Ooh-ooh-ooh""
Kiss me like your ex is in the room
Don't you be afraid of something new
If you play it right, you can be that someone
Yeah, that someone who
Won't leave me lonely tonight

Yeah, yeah, yeah
Yeah, yeah, yeah (Yeah)
Ooh-la-la, make a move, yeah, baby, by last call
Full moon night with the lights up
Baby, your eyes glow (Yeah)
Don't know why but I feel like I'ma go psycho (Psycho)
Ooh-la-la, if it's cool, yeah, baby, I'd like to

Watching her move I was lost in the rhythms
Then she pulled me close by the look in her eyes (huh!)
Don't know her name, but I know that I need her
She said, ""Boy, you won't be lonely tonight""

She said, ""Ooh-ooh-ooh"" (Ooh-ooh-ooh)
Kiss me like your ex is in the room (Ooh-ooh-ooh)
Don't you be afraid of something new
If you play it right, you can be that someone
Yeah, that someone who (Ha)
Won't leave me lonely tonight
Caliente, te pongo caliente (Ah)
No te de miedo vivir algo diferente (Eh, eh)
Las ganas no se equivocan (-vocan; eh)
Pon tu lengua en mi boca (Boca; eh)
Vive la vida loca, loca, loca, ah
Toda la noche bailando contigo
Suave y salvaje como un animal
Yo sé que te gusta, pero esto es prohibido
Yo me voy contigo, dame la señal

She said, ""Ooh-ooh-ooh"" (Ooh-ooh-ooh)
Kiss me like your ex is in the room (Ooh, ooh, ooh)
Don't you be afraid of something new
If you play it right, you can be that someone
Yeah, that someone who (Yeah, yeah, uh)
Won't leave me lonely tonight

Ooh, ooh, ooh
Ooh, ooh, ooh
Ooh, ooh, ooh
Tonight
Someone who
You won't be lonely tonight",https://genius.com/Jonas-brothers-x-lyrics,2020-05-30,2020-05-15,-0.024813311688311683,0.5818722943722945
12,7339,926,Katy Perry,Daisies,5543329,"Told them your dreams, and they all started laughing
I guess you're out of your mind 'til it actually happens

I'm the small town
One in seven billion
Why can't it be me?

They told me I was out there, tried to knock me down
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies
They said I'm going nowhere, tried to count me out
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies

When did we all stop believing in magic?
Why did we put all our hopes in a box in the attic?

I'm the long shot
I'm the Hail Mary
Why can't it be me?
They told me I was out there, tried to knock me down (Knock me down)
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies
They said I'm going nowhere, tried to count me out
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies

Hey, hey
Oh, cover me in daisies
Hey, hey

I'm the small town
One in seven billion
Why can't it be me?

They told me I was out there, tried to knock me down
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies
They said I'm going nowhere, tried to count me out (Count me out)
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies",https://genius.com/Katy-perry-daisies-lyrics,2020-05-30,2020-05-15,-0.2848148148148148,0.5903703703703704
13,7694,976,Brantley Gilbert,Hard Days,5639822,"You would've never learned the words to ""Amazing Grace""
Never felt the chill of a pew when you lost faith
Well, blood, sweat, and tears wouldn't mean a thing
If you didn't strike out a couple hundred times
If you never hit rock bottom, never cussed the sky
You would've never known to ask the good Lord why
Or ever changed your life

If you never had hard days
If you never had a heartbreak
Never had more than you can take
Or carried the weight
Of life on your shoulders
Would you feel like you earned it?
Would you live with a purpose?
Or ever known your own strength
If you never had hard days?

You wouldn't know what it's like to dance in the rain
Never see the silver lining when the skies go gray
You wouldn't know a dream come true from a few that don't
You'd never find your way on a broken road
If you never had hard days
If you never had a heartbreak
Never had more than you can take
Or carried the weight
Of life on your shoulders
Would you feel like you earned it?
Would you live with a purpose?
Or ever known your own strength
If you never had, if you never had

The downs and scuffs, the scars, the ruts
And all you put behind you
When the wins, the ups, the rise aboves
Are right there to remind you

If you never had hard days
If you never had a heartbreak
Never had more than you can take
Or carried the weight
Of life on your shoulders
Would it feel like you earned it?
Would you live with a purpose?
Or ever known your own strength
If you never had
If you never had hard days?
Yeah, if you never had hard days
Mmm",https://genius.com/Brantley-gilbert-hard-days-lyrics,2020-06-20,2020-06-05,0.12009604978354978,0.5843005952380952
14,7700,978,6ix9ine & Nicki Minaj,Trollz,5498513,"(Sad Pony)
Watch, mhm, Glock, mhm, cocked, mhm, got it, mhm
You need that? I got it, this cash, my pockets
The 'Cat one hundred, you need that? I got it
Need it, got it, cash, pockets
Bands on me, sticks on me
You need that? I got it, this cash, my pockets
The 'Cat one hundred, you need that?

Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah

I know you don't like me, you wanna fight me
You don't want no problems at your party, don't invite me
I don't worry 'bout you niggas, please stop talking 'bout me
Always talking 'bout me 'cause you looking for the clouty
6ix-nina, the 9ine-nina
Riding in a two-seater with two ninas
Baby got that Aquafina, it's cocaina
Smoking on that OG reefer, no TMZ-a
Forgiatos on a Benz truck, make her friends fuck
Told her she could get Chanel if she let my friends fuck
Stars shining in the Rolls Royce, it got red guts
Wait, hold up, nah, I still don't give a fuck
Vroom, vroom, G5, vroom, vroom, we high
You the type of nigga that I never wanna be like
You a type of bitch that will never get a reply
Hi, hater, bye, hater, vroom
Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah

Dollar, dollar bill, come get her
Even your man know Nickis do it better
I know you don't like me, you wanna fight me
Always on my page, never double-tap like me
Baddies to my left and my right
Never chase a corny nigga, put that on my life
Just put it in his face, all this cake, he wanted a taste
We sippin' on that Ace, itty-bitty waist, pretty face
Yeah, eat it, Cookie Monster (Ooh)
He a slave to this pussy, call me master
Real wet, I said, ""Slurp it like it's pasta""
They get nervous when it's Nicki on the roster (Rrr)
Somebody usher this nigga into a clinic
My flow's still sick, I ain't talkin' a pandemic
I write my own lyrics, a lot of these bitches gimmicks
They study Nicki style, now all of them wan' mimic
Talkin' 'bout snitches when it's snitches in your camp
Never stand alone, you always itchin' for a stamp
Me, I'm still money, wrists light up like a lamp
They gon' have to send they best fighter for the champ
Racks, I got 'em, Mary, I'm poppin'
They keep hatin', but still watchin'
Check the boards, I'm still toppin'
Bustdown or plain jane, I got options
It's a bunch of mini-mes, I'm the one they mockin'
Showed you how to get a bag, now you goin' shoppin'
When I come out, all the snake bitches start plottin' (Plottin')
When I come out, it's a sweep, bitches start moppin'
Yeah, she like how I throw them racks, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that cash, yeah, yeah, yeah, yeah, yeah
Keep on throwin' that ass, yeah, yeah, yeah, yeah, yeah
Benz truck in the back, yeah, yeah, yeah, yeah, yeah

Watch, mhm, Glock, mhm, cocked, mhm, got it, mhm
If he like, I throw it fast, real fast, fast, fast
He singin' my old song, yellin', ""Ass, ass, ass""
They be speedin', tryna beat me, then they crash, crash, crash
Still a hundred like the number on my dash, dash, dash

That real ass ain't keep your nigga home",https://genius.com/6ix9ine-and-nicki-minaj-trollz-lyrics,2020-06-27,2020-06-12,0.0545054945054945,0.4823076923076923
15,7702,979,Lil Baby,The Bigger Picture,5660719,"Protests and growing national outcry continues over the death of George Floyd (Section 8 just straight cooked this motherfucker up)
Last night, people protesting in Minneapolis escalated
As demonstrators were lashed by tear gas and rubber bullets
The main message here, the main message here, the main message here
Is that they want to see those officers involved
They want to see those officers arrested
Officers arrested
(I can't breathe, I can't breathe)

Trade my 4x4 for a G63, ain't no more free Lil Steve
I gave 'em chance and chance and chance again, I even done told them please
I find it crazy the police'll shoot you and know that you dead, but still tell you to freeze
Fucked up, I seen what I seen
I guess that mean hold him down if he say he can't breathe
It's too many mothers that's grieving
They killing us for no reason
Been going on for too long to get even
Throw us in cages like dogs and hyenas
I went to court and they sent me to prison
My mama was crushed when they said I can't leave
First I was drunk, then I sobered up quick
When I heard all that time that they gave to Taleeb
He got a life sentence plus
We just some products of our environment
How the fuck they gon' blame us?
You can't fight fire with fire
I know, but at least we can turn up the flames some
Every colored person ain't dumb and all whites not racist
I be judging by the mind and heart, I ain't really into faces
Fucked up, the way that we livin' is not getting better, you gotta know how to survive
Crazy, I had to tell all of my loved ones to carry a gun when they going outside
Stare in the mirror whenever you drive
Overprotective, go crazy for mine
You gotta pay attention to the signs
Seem like the blind following the blind
Thinking 'bout everything that's going on
I boost security up at my home
I'm with my kind if they right or they wrong
I call him now, he'll pick up the phone
And it's five in the morning, he waking up on it
Tell 'em wherever I'm at, then they comin'
I see blue lights, I get scared and start runnin'
That shit be crazy, they 'posed to protect us
Throw us in handcuffs and arrest us
While they go home at night, that shit messed up
Knowing we needed help, they neglect us
Wondering who gon' make them respect us
I can see in your eye that you fed up
Fuck around, got my shot, I won't let up
They know that we a problem together
They know that we can storm any weather
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear

Fuck it, I'm goin' on the front line
He gon' bust your ass if you come past that gun line
You know when the storm go away, then the sun shine
You gotta put your head in the game when it's crunch time
I want all my sons to grow up to be monsters
I want all my daughters to show out in public
Seems like we losing our country
But we gotta stand up for something, so this what it comes to
Every video I see on my conscience
I got power, now I gotta say somethin'
Corrupted police been the problem where I'm from
But I'd be lying if I said it was all of them
I ain't do this for the trend, I don't follow them
Altercations with the law, had a lot of them
People speaking for the people, I'm proud of them
Stick together, we can get it up out of them
I can't lie like I don't rap about killing and dope, but I'm telling my youngins to vote
I did what I did 'cause I didn't have no choice or no hope, I was forced to just jump in and go
This bullshit is all that we know, but it's time for a change
Got time to be serious, no time for no games
We ain't takin' no more, let us go from them chains
God bless they souls, every one of them names
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear

They trainin' officers to kill us, then shootin' protestors with these rubber bullets
They regular people, I know that they feel it
These scars too deep to heal us
What happened to COVID? Nobody remember
It ain't makin' sense, I'm just here to vent
It happen to one of your people, it's different
We get it, the system is wicked, just learn how to pick it
Knowledge is power, I swear I'm a witness, I know that I'm gifted
I won't go too deep 'cause I'm scared they'll get me
Ain't scared to admit it, some shit I can't mention
It's people who can, well, here's the chance
I won't take the stand, but I'll take a stand for what I believe
Must not be breathing the air that I breathe
You know that the way that I bleed, you can bleed
I never been a fan of police
But my neighborhood know I try to keep peace
So it's only right that I get in the streets
March for a reason, not just on GP
Our people died for us to be free
Fuck do you mean? This was a dream
Now we got the power that we need to have
They don't want us with it and that's why they mad, yeah
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear
It's bigger than black and white
It's a problem with the whole way of life
It can't change overnight
But we gotta start somewhere
Might as well gon' 'head start here
We done had a hell of a year
I'ma make it count while I'm here
God is the only man I fear",https://genius.com/Lil-baby-the-bigger-picture-lyrics,2020-06-27,2020-06-12,-0.06844742063492065,0.5251530067155066
16,7764,984,Tyla Yaweh & Post Malone,Tommy Lee,5578191,"Ah, shit, I'm just workin' in the studio
Ah, okay
You miss me?
Pop off
You want me to pop off?
I want you to pop off
Aight, I'll call you right back (XL Eagle made it)

You always talkin' about it (You always talkin' about it)
You never makin' no profit, uh (You never makin' no profit)
I treat my hoes like a option (Yeah)
If she talkin' and get out of pocket, ooh (Okay)
I'm livin' life like a rockstar (Oh)
Pullin' up, stretch limousines (Pullin' up, stretch limousines)
To look at me, that cost a fee (Yeah)
The double Cs all on my feet
You always talkin' about it, yeah (You always talkin' about it)
You always talkin' about it (You always talkin' about it)
You say that you rappin' in private, yeah (Woah)
But I see that you cap about it (Yeah)
Livin' life like a rockstar
Pullin' up, stretch limousines (Stretch limousines)
To look at me, that cost a fee (Woah)
Them double Cs all on my feet (Woah)
I changed my color to Nipsey blue (Nipsey blue)
Your racks, it get small, that shit pitiful (Racks)
If you tryna get so physical (Woah)
That .45 will make you invisible (Woah)
I'm livin' my life like a criminal (Woah)
I call this shit First 48 (Ayy)
I been quiet, there's no one to blame, yeah (Blame)
My lawyer said we beat the case (We beat the case)
I'm livin' my life, celebration (Woah)
I'm thankin' the Lord, I got patience (Woah)
I'm lovin' the way that she take it (Woah)
I bend it, I fold it, I flip it
She bringin' it back just to prove it (Prove it)
I'm givin' her work just to move it, yeah
I'm livin' the life that I'm choosin', yeah (Choosin')
I'm gettin' these racks, gettin' stupid, yeah (Oh)

You always talkin' about it (You always talkin' about it)
You never makin' no profit, uh (You never makin' no profit)
I treat my hoes like a option (Yeah)
If she talkin' and get out of pocket, ooh (Okay)
I'm livin' life like a rockstar (Oh)
Pullin' up, stretch limousines (Pullin' up, stretch limousines)
To look at me, that cost a fee (Yeah)
The double Cs all on my feet
You always talkin' about it, yeah (You always talkin' about it)
You always talkin' about it (You always talkin' about it)
You say that you rappin' in private, yeah (Woah)
But I see that you cap about it (Yeah)
Livin' life like a rockstar
Pullin' up, stretch limousines (Stretch limousines)
To look at me, that cost a fee (Woah)
Them double Cs all on my feet (Woah)
Pull up with the drum like I'm Tommy Lee
Yaweh got a stick, came to rock with me
Milli' on wrist, ain't no rocks on me (Rocks on me, rocks on me)
I'm pretty as fuck, wanna copy me (Damn)
I heard you was mad 'cause I'm poppin' as shit, wow (Wow)
I'm poppin' the 'pagne and I'm poppin' that bitch, wow (Ooh, damn)
I hop out a plane and went straight to the whip (Ooh)
I know they can see, I think that's pretty cool if you askin' me
Bugatti, no body roll, curtains in back of the candy Rolls (Skrrt)
I love when my lawyer calls, I hate when I run out of smoke
Pull up to the party, oh, and we like to party, oh
I finish the bottle, dawg, get this bitch jumpin', no Mario
Still shit's so hard
Cigarettes, cough
Bathroom stalls
Please don't save my life, oh

You always talkin' about it (You always talkin' about it)
You never makin' no profit, uh (You never makin' no profit)
I treat my hoes like a option (Yeah)
If she talkin' and get out of pocket, ooh (Okay)
I'm livin' life like a rockstar (Oh)
Pullin' up, stretch limousines
To look at me, that cost a fee (Yeah)
The double Cs all on my feet
You always talkin' about it, yeah (You always talkin' about it)
You always talkin' about it (You always talkin' about it)
You say that you rappin' in private, yeah (Woah)
But I see that you cap about it (Yeah)
Livin' life like a rockstar
Pullin' up, stretch limousines (Stretch limousines)
To look at me, that cost a fee (Woah)
Them double Cs all on my feet (Woah)
Livin' life like a rockstar",https://genius.com/Tyla-yaweh-tommy-lee-lyrics,2020-06-27,2020-06-12,-0.004308390022675743,0.4836167800453515
17,7836,990,Beyonce,Black Parade,5689642,"Ah

I'm goin' back to the South
I'm goin' back, back, back, back
Where my roots ain't watered down
Growin', growin' like a Baobab tree
Of life on fertile ground, my ancestors put me on game
Ankh charm on gold chains, with my Oshun energy, oh
Drip all on me, woo, Ankara Dashiki print
Hol' up, don't I smell like such a nag champa incense?
Yeah, pure ice (Ice), ice (Ice), buss down
Uh, flooded (Flooded), flooded (Flooded), on my wrist, out
Ooh, goin' up, goin' up, motherland, motherland drip on me
Ooh, melanin, melanin, my drip is skin deep, like
Ooh, motherland, motherland, motherland, motherland drip on me
Ooh, yeah, I can't forget my history is her-story, yeah
Being black, maybe that's the reason why
They always mad, yeah, they always mad, yeah
Been past 'em, I know that's the reason why
They all big mad and they always have been

Honey, come around my way, around my hive
Whenever mama say so, mama say
Here I come on my throne, sittin' high
Follow my parade, oh, my parade
Talkin' slick to my folk (My folk), nip that lip like lipo (Lipo)
You hear them swarmin', right? Bees is known to bite
Now here we come on our thrones, sittin' high
Follow my parade, oh, my parade
Yeah, yeah, I'm for us, all black
All chrome (Yeah), black-owned (Yeah)
Black tints (Yeah), matte black (Yeah, yeah)
Roll by, my window down, let 'em see who in it
Crack a big smile (Ding)
Go figure, me and Jigga, fifty 'leven children
They like, ""Chick, how?""
I charge my crystals in a full moon
You could send them missiles, I'ma send my goons
Baby sister reppin' Yemaya (Yemaya)
Trust me, they gon' need an army (Ah)
Rubber bullets bouncin' off me (Ah)
Made a picket sign off your picket fence (Ah)
Take it as a warning (Ah, ah)
Waist beads from Yoruba (Woo)
Four hunnid billi', Mansa Musa (Woo)
Stroll line to the barbeque
Put us any-damn-where, we gon' make it look cute
Pandemic fly on the runway, in my hazmat
Children' runnin' through the house to my art, all black
Ancestors on the wall, let the ghosts chit-chat
(Ancestors on the wall, let the ghosts chit-chat)
Hold my hands, we gon' pray together
Lay down, face down in the gravel
Woo, wearin' all attire white to the funeral
Black love, we gon' stay together
Curtis Mayfield on the speaker (Woo)
Lil' Malcolm, Martin mixed with mama Tina (Woo)
Need another march, lemme call Tamika (Woo)
Need peace and reparation for my people (Woo)
Fuck these laid edges, I'ma let it shrivel up (Shrivel up)
Fuck this fade and waves, I'ma let it dread all up (Dread all up)
Put your fist up in the air, show black love (Show black love)
Motherland drip on me, motherland, motherland drip on me
Honey, come around my way, around my hive
Whenever mama say so, mama say
Here I come on my throne, sittin' high
Follow my parade, oh, my parade
Talkin' slick to my folk (My folk), nip that lip like lipo (Lipo)
Hear 'em swarmin', right? (Zz) Bees is known to bite (Zz, zz)
Now here we come on our thrones, sittin' high
Follow my parade, oh, my parade

We got rhythm (We got rhythm), we got pride (We got pride)
We birth kings (We birth kings), we birth tribes (We birth tribes)
Holy river (Holy river), holy tongue (Holy tongue)
Speak the glory (Speak the glory), feel the love (Feel the love)
Motherland, motherland drip on me, hey, hey, hey
Motherland, motherland drip on me, hey, hey, hey
I can't forget my history, it's her-story
Motherland drip on me, motherland, motherland drip on me

Honey, come around my way, around my hive (My)
Whenever mama say so (Hey), mama say (Hey, hey)
Here I come on my throne, sittin' high (High)
Follow my parade, oh, my parade (Hey, hey, hey)
Talkin' slick to my folk (My folk), nip that lip like lipo (Lipo)
Hear 'em swarmin', right? (Zz) Bees is known to bite (Zz, zz)
Now here we come on our thrones, sittin' high
Follow my parade, oh, black parade",https://genius.com/Beyonce-black-parade-lyrics,2020-07-04,2020-06-19,-0.04046789860222694,0.4015908552475718
18,7974,999,6LACK Featuring Lil Baby,Know My Rights,5705685,"I need a fuckin'
This shit not smokin'
Alright, yeah

Top ten, if you don't agree, I'm on your ass (Yeah), uh
R.I.P to 24, now my foot on the gas (Know that), yeah
This shit was given to me, I ain't choose it
Tried to make life and somehow I made a movie
The only rapper who can go on the road and don't fuck with no groupies
If it don't make sense or dollars
I ain't got no time, can't holla
I just got off the plane from Ghana
And my airport clothes, they Prada
I work harder than all the rest
And I'm wishin' you all the best
I got bags from all the stress
Now, all my bags belong on jets, yes
So many war wounds, I had to make more tunes
Gotta cancel these niggas, they cancers
Couldn't even enjoy June
But I'm a livin' walkin' fun guy
Even though I had some tough times
Made my bed on the frontline
One time for the
One time for the one time
I fought the fight (I fought the fight)
Rolled up the dice (Rolled up the dice)
Bet on my life (Bet on my life)
Paid the price
Take no advice (Woo)
I've been in the field and I know my wrongs
I know my rights (Rights)
I fought the fight (I fought the fight)
Rolled up the dice (Rolled up the dice)
Bet on my life (Bet on my life)
Paid the price (Paid the price)
Take no advice (Woo)
I've been in the field and I know my wrongs
I know my rights (Rights)

Top five, if you don't agree
Go check the numbers, too many can't run with me
I'm makin' moves that's gon' take care of my family
She did me dirty and fucked up my sanity
Bitches can't handle me, I'm like an animal
Eat it like Hannibal, she got the stamina
She clean the mess up, I keep the checks up
We gon' get checkups, gotta stay healthy
Already rich, now I'm tryna get wealthy
I didn't reply back, but they get the message
Not sayin' I'm the best, but I go like the vest
Seen these chains on my neck, AP water, baguette
I'm ahead of the feds, keep my head on my neck
Put my foot in your ass, I done ran out of passes to give
This shit get passive for real
I keep on passin' on deals, one day I'ma chill
One day, I'ma get me a spot in the Hills
But until, I'm servin' these packs
Keep on murderin' tracks, keep on rollin' the dice
Got my life in this shit, I'ma ride
I can't switch, I'll die for this shit
Bust down both of my wrists
At 11:11, make both us some riches
Yeah, we both will get rich
And we never could split
Now I look up, we the GOATs of this shit
I fought the fight (I fought the fight)
Rolled up the dice (Rolled up the dice)
Bet on my life (Bet on my life)
Paid the price (Paid the price)
Take no advice (Woo)
I've been in the field and I know my wrongs
I know my rights (Rights)
I fought the fight (I fought the fight)
Rolled up the dice (Rolled up the dice)
Bet on my life (Bet on my life)
Paid the price (Paid the price)
Take no advice (Woo)
I've been in the field and I know my wrongs
I know my rights (Rights)",https://genius.com/6lack-know-my-rights-lyrics,2020-07-11,2020-06-26,0.12571684587813617,0.5482974910394267
19,8300,1048,Taylor Swift,Cardigan,5793984,"Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing

But I knew you
Dancin' in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby, kiss it better, I

And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite

A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothing
But I knew you
Playing hide-and-seek and
Giving me your weekends, I
I knew you
Your heartbeat on the High Line
Once in twenty lifetimes, I

And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite

To kiss in cars and downtown bars
Was all we needed
You drew stars around my scars
But now I'm bleedin'

'Cause I knew you
Steppin' on the last train
Marked me like a bloodstain, I
I knew you
Tried to change the ending
Peter losing Wendy, I
I knew you
Leavin' like a father
Running like water, I
And when you are young, they assume you know nothing
But I knew you'd linger like a tattoo kiss
I knew you'd haunt all of my what-ifs
The smell of smoke would hang around this long
'Cause I knew everything when I was young
I knew I'd curse you for the longest time
Chasin' shadows in the grocery line
I knew you'd miss me once the thrill expired
And you'd be standin' in my front porch light
And I knew you'd come back to me
You'd come back to me
And you'd come back to me
And you'd come back

And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite",https://genius.com/Taylor-swift-cardigan-lyrics,2020-08-08,2020-07-24,0.12844988344988348,0.4205594405594405
20,8303,1049,Taylor Swift,The 1,5794073,"I'm doing good, I'm on some new shit
Been saying ""yes"" instead of ""no""
I thought I saw you at the bus stop, I didn't though
I hit the ground running each night
I hit the Sunday matinée
You know the greatest films of all time were never made

I guess you never know, never know
And if you wanted me, you really should've showed
And if you never bleed, you're never gonna grow
And it's alright now

But we were something, don't you think so?
Roaring twenties, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one
(Ooh)

I have this dream you're doing cool shit
Having adventures on your own
You meet some woman on the internet and take her home
We never painted by the numbers, baby
But we were making it count
You know the greatest loves of all time are over now
I guess you never know, never know
And it's another day waking up alone

But we were something, don't you think so?
Roaring twenties, tossing pennies in the pool
And if my wishes came true
It would've been you
In my defense, I have none
For never leaving well enough alone
But it would've been fun
If you would've been the one

I, I, I persist and resist the temptation to ask you
If one thing had been different
Would everything be different today?

We were something, don't you think so?
Rosé flowing with your chosen family
And it would've been sweet
If it could've been me
In my defense, I have none
For digging up the grave another time
But it would've been fun
If you would've been the one
(Ooh)",https://genius.com/Taylor-swift-the-1-lyrics,2020-08-08,2020-07-24,0.29138755980861236,0.5923444976076555
21,8325,1054,Taylor Swift,Mirrorball,5793981,"I want you to know
I'm a mirrorball
I'll show you every version of yourself tonight
I'll get you out on the floor
Shimmering beautiful
And when I break, it's in a million pieces

Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

I want you to know
I'm a mirrorball
I can change everything about me to fit in
You are not like the regulars
The masquerade revelers
Drunk as they watch my shattered edges glisten
Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

And they called off the circus, burned the disco down
When they sent home the horses and the rodeo clowns
I'm still on that tightrope
I'm still trying everything to get you laughing at me
And I'm still a believer, but I don't know why
I've never been a natural, all I do is try, try, try
I'm still on that trapeze
I'm still trying everything to keep you looking at me

Because I'm a mirrorball
I'm a mirrorball
And I'll show you every version of yourself tonight",https://genius.com/Taylor-swift-mirrorball-lyrics,2020-08-08,2020-07-24,0.26313131313131316,0.5717171717171717
